order_id,customer_id,order_date,status,region_code
89,799.0,2026-04-26 13:50:52,DELIVERED,EAST
90,397.0,2024-07-27 16:37:13,SHIPPED,NORTH
91,993.0,2024-11-04 05:52:34,DELIVERED,SOUTH
92,68.0,2025-05-25 14:56:13,DELIVERED,WEST
93,888.0,2025-03-07 22:29:33,DELIVERED,NORTH
94,845.0,2024-10-26 01:54:45,DELIVERED,NORTH
95,463.0,2026-01-13 14:39:53,DELIVERED,SOUTH
96,406.0,2026-01-25 02:55:22,DELIVERED,NORTH
97,451.0,2025-04-02 08:11:24,DELIVERED,WEST
98,302.0,2026-05-24 22:57:43,DELIVERED,SOUTH
99,662.0,2026-06-21 00:54:49,SHIPPED,SOUTH
100,332.0,2025-03-07 07:06:14,DELIVERED,SOUTH
101,93.0,2024-07-18 08:42:09,CANCELLED,SOUTH
102,127.0,2025-04-04 08:37:42,DELIVERED,NORTH
103,394.0,2025-05-04 16:26:12,DELIVERED,SOUTH
104,390.0,2025-12-12 19:49:36,DELIVERED,SOUTH
105,149.0,2025-12-01 03:36:33,DELIVERED,EAST
106,985.0,2025-12-11 17:21:45,SHIPPED,SOUTH
107,4.0,2024-09-09 03:40:52,DELIVERED,WEST
108,6.0,2026-03-09 07:52:18,SHIPPED,WEST
109,453.0,2024-08-26 19:39:01,SHIPPED,EAST
110,571.0,2025-04-17 07:59:24,SHIPPED,NORTH
111,38.0,2025-03-08 11:57:16,DELIVERED,EAST
112,90.0,2026-03-24 11:41:03,SHIPPED,EAST
113,709.0,2026-02-22 15:10:11,DELIVERED,WEST
114,369.0,2024-09-05 04:32:03,SHIPPED,EAST
115,840.0,2024-07-16 00:43:11,DELIVERED,EAST
116,125.0,2024-09-02 22:41:20,DELIVERED,SOUTH
117,627.0,2024-12-22 12:57:31,RETURNED,NORTH
118,706.0,2024-10-31 09:36:26,DELIVERED,WEST
119,325.0,2026-06-07 06:32:39,DELIVERED,SOUTH
120,509.0,2025-09-20 13:45:46,DELIVERED,SOUTH
121,239.0,2025-12-13 03:53:36,PLACED,NORTH
122,816.0,2025-01-13 11:22:44,DELIVERED,WEST
123,342.0,2025-07-14 02:31:19,SHIPPED,SOUTH
124,261.0,2025-12-29 07:40:39,DELIVERED,EAST
125,117.0,2026-06-11 18:50:28,DELIVERED,NORTH
126,199.0,2025-01-06 18:52:57,DELIVERED,WEST
127,662.0,2026-04-19 06:16:12,DELIVERED,EAST
128,834.0,2026-03-16 00:55:53,DELIVERED,EAST
129,695.0,2026-05-30 23:04:26,SHIPPED,EAST
130,910.0,2026-01-06 20:32:23,SHIPPED,NORTH
131,385.0,2024-07-28 05:21:17,DELIVERED,WEST
132,120.0,2025-10-31 01:12:00,DELIVERED,EAST
133,279.0,2026-03-02 14:25:51,SHIPPED,WEST
134,310.0,2026-05-21 12:06:08,SHIPPED,NORTH
135,936.0,2026-01-14 04:41:15,DELIVERED,SOUTH
136,946.0,2025-06-09 19:24:32,DELIVERED,EAST
137,893.0,2024-12-01 00:11:03,DELIVERED,SOUTH
138,38.0,2025-09-12 01:45:33,DELIVERED,NORTH
139,46.0,2026-03-17 13:11:53,PLACED,WEST
140,106.0,2024-08-12 00:52:50,DELIVERED,EAST
141,215.0,2026-04-30 23:17:06,SHIPPED,EAST
142,688.0,2025-10-25 14:22:39,SHIPPED,NORTH
143,574.0,2024-11-03 06:02:10,DELIVERED,EAST
144,966.0,2025-02-27 05:44:28,SHIPPED,NORTH
145,914.0,2025-08-11 23:45:08,SHIPPED,WEST
146,52.0,2025-06-07 03:21:09,DELIVERED,SOUTH
147,913.0,2024-07-24 07:58:53,DELIVERED,EAST
148,838.0,2024-08-18 00:40:21,DELIVERED,NORTH
149,774.0,2025-04-17 13:05:52,PLACED,WEST
150,318.0,2025-10-15 00:40:14,DELIVERED,SOUTH
151,148.0,2026-03-18 12:31:15,CANCELLED,WEST
152,940.0,2025-02-06 07:53:42,DELIVERED,WEST
153,67.0,2025-03-06 03:32:17,DELIVERED,SOUTH
154,357.0,2026-04-02 07:44:57,SHIPPED,NORTH
155,666.0,2026-05-28 10:36:07,DELIVERED,WEST
156,250.0,2025-11-04 13:53:30,DELIVERED,EAST
157,711.0,2025-05-16 04:35:09,DELIVERED,EAST
158,242.0,2026-02-23 06:08:35,DELIVERED,WEST
159,611.0,2025-10-11 21:11:04,DELIVERED,SOUTH
160,416.0,2026-03-30 04:36:55,DELIVERED,WEST
161,661.0,2025-02-05 02:58:41,DELIVERED,NORTH
162,677.0,2024-12-19 05:17:38,DELIVERED,WEST
163,698.0,2025-12-01 12:21:02,DELIVERED,EAST
164,960.0,2026-05-02 12:49:32,DELIVERED,NORTH
165,627.0,2026-01-27 22:00:16,SHIPPED,EAST
166,923.0,2024-07-16 01:22:28,DELIVERED,EAST
167,289.0,2025-12-27 13:16:39,DELIVERED,WEST
168,729.0,2025-02-20 22:23:10,DELIVERED,SOUTH
169,193.0,2025-02-22 10:27:40,DELIVERED,WEST
170,894.0,2024-11-01 21:36:01,PLACED,NORTH
171,907.0,2026-06-07 18:05:41,RETURNED,NORTH
172,826.0,2025-08-10 23:46:12,DELIVERED,WEST
173,466.0,2024-07-19 05:29:12,DELIVERED,EAST
174,435.0,2024-09-26 05:39:59,DELIVERED,SOUTH
175,276.0,2025-05-04 17:09:03,DELIVERED,NORTH
176,722.0,2025-04-02 00:45:47,RETURNED,NORTH
177,749.0,2025-01-14 04:51:40,DELIVERED,EAST
178,81.0,2025-04-04 07:42:25,SHIPPED,NORTH
179,553.0,2025-11-29 06:48:41,PLACED,EAST
180,12.0,2025-05-17 14:25:40,DELIVERED,EAST
181,984.0,2025-02-03 23:51:16,SHIPPED,EAST
182,578.0,2025-12-05 05:09:46,DELIVERED,NORTH
183,299.0,2024-10-31 19:51:54,SHIPPED,NORTH
184,79.0,2025-12-07 17:12:29,SHIPPED,EAST
185,264.0,2025-05-26 12:11:38,SHIPPED,SOUTH
186,379.0,2025-06-11 00:04:18,DELIVERED,WEST
187,541.0,2025-01-09 01:30:42,PLACED,SOUTH
188,842.0,2026-06-27 23:11:58,RETURNED,WEST
189,451.0,2024-09-22 15:17:28,DELIVERED,EAST
190,271.0,2024-08-31 19:02:10,SHIPPED,WEST
191,488.0,2026-06-25 08:43:11,DELIVERED,WEST
192,400.0,2025-03-20 23:08:55,DELIVERED,NORTH
193,817.0,2025-05-16 15:44:29,RETURNED,NORTH
194,545.0,2025-09-10 02:13:15,DELIVERED,EAST
195,274.0,2026-03-28 05:25:45,DELIVERED,WEST
196,768.0,2026-03-15 19:24:13,DELIVERED,EAST
200,654.0,2026-02-23 22:00:26,PLACED,SOUTH
201,783.0,2025-06-12 03:25:39,RETURNED,NORTH
202,260.0,2025-01-26 12:45:11,PLACED,WEST
203,284.0,2025-02-26 06:34:18,DELIVERED,EAST
204,800.0,2025-06-05 08:53:44,DELIVERED,EAST
205,265.0,2025-09-05 14:44:44,DELIVERED,WEST
206,206.0,2024-12-26 02:23:31,DELIVERED,SOUTH
207,442.0,2026-07-03 00:21:04,CANCELLED,EAST
208,75.0,2026-04-14 11:39:20,DELIVERED,NORTH
210,717.0,2025-05-25 18:00:19,PLACED,WEST
211,414.0,2024-08-14 00:02:10,DELIVERED,SOUTH
213,311.0,2026-04-22 03:53:47,RETURNED,NORTH
214,874.0,2026-01-26 01:30:14,DELIVERED,EAST
215,181.0,2026-03-27 16:06:54,DELIVERED,EAST
216,918.0,2026-04-13 03:15:58,DELIVERED,WEST
218,65.0,2026-02-10 12:13:18,DELIVERED,WEST
219,17.0,2025-05-25 13:02:19,DELIVERED,NORTH
220,217.0,2026-04-18 22:01:09,DELIVERED,SOUTH
221,239.0,2024-09-08 03:48:37,SHIPPED,NORTH
222,941.0,2024-10-29 20:14:07,DELIVERED,NORTH
223,52.0,2025-06-18 07:41:38,PLACED,SOUTH
224,66.0,2026-01-07 01:34:14,DELIVERED,SOUTH
225,208.0,2026-04-17 01:05:33,RETURNED,WEST
226,1000.0,2025-06-02 09:53:50,DELIVERED,SOUTH
227,608.0,2024-08-22 07:33:38,SHIPPED,WEST
228,379.0,2025-01-26 01:33:12,CANCELLED,NORTH
229,811.0,2025-01-13 18:42:20,DELIVERED,NORTH
230,83.0,2025-09-05 10:13:02,PLACED,EAST
231,827.0,2025-05-09 08:40:26,SHIPPED,SOUTH
232,536.0,2024-08-06 08:51:35,SHIPPED,NORTH
233,735.0,2024-11-13 15:33:54,DELIVERED,EAST
234,5.0,2025-12-22 14:42:21,RETURNED,NORTH
235,884.0,2025-12-27 10:28:35,SHIPPED,SOUTH
236,199.0,2026-07-06 08:19:40,DELIVERED,WEST
237,164.0,2025-02-14 21:13:59,DELIVERED,EAST
238,258.0,2024-10-03 21:26:47,DELIVERED,NORTH
239,54.0,2025-06-26 14:26:25,DELIVERED,WEST
240,73.0,2025-10-05 16:48:56,DELIVERED,EAST
241,766.0,2026-07-01 14:39:39,DELIVERED,EAST
242,243.0,2025-02-09 19:48:08,DELIVERED,SOUTH
243,600.0,2026-06-13 08:08:51,SHIPPED,WEST
244,383.0,2024-10-15 06:36:30,DELIVERED,EAST
245,131.0,2025-12-09 21:08:25,SHIPPED,NORTH
246,470.0,2025-11-10 21:00:29,SHIPPED,EAST
247,809.0,2026-04-02 11:47:43,CANCELLED,SOUTH
248,878.0,2025-09-24 07:30:12,SHIPPED,WEST
249,286.0,2025-04-27 06:57:12,DELIVERED,SOUTH
250,594.0,2025-03-16 03:13:02,CANCELLED,NORTH
251,46.0,2024-11-08 07:56:20,DELIVERED,NORTH
252,404.0,2024-12-10 04:37:09,DELIVERED,WEST
254,303.0,2026-04-17 07:17:15,PLACED,EAST
255,471.0,2026-03-11 08:20:49,PLACED,WEST
256,142.0,2025-02-03 13:20:02,DELIVERED,EAST
257,721.0,2025-03-01 17:29:10,PLACED,EAST
258,304.0,2025-01-04 09:29:57,CANCELLED,SOUTH
259,83.0,2025-02-28 20:51:03,CANCELLED,EAST
260,114.0,2025-09-30 19:04:19,PLACED,EAST
261,573.0,2025-12-14 21:19:50,DELIVERED,SOUTH
262,245.0,2025-12-17 11:17:54,DELIVERED,SOUTH
263,780.0,2025-08-01 13:39:16,SHIPPED,WEST
264,65.0,2026-06-12 16:20:12,DELIVERED,NORTH
265,545.0,2025-11-22 02:48:06,SHIPPED,EAST
266,969.0,2024-09-19 22:39:33,DELIVERED,SOUTH
267,469.0,2025-07-12 22:24:13,SHIPPED,NORTH
268,283.0,2024-07-27 09:37:28,SHIPPED,SOUTH
269,643.0,2025-03-23 14:09:08,DELIVERED,SOUTH
270,431.0,2024-08-19 10:08:49,SHIPPED,NORTH
272,352.0,2025-01-05 07:38:23,DELIVERED,WEST
273,581.0,2025-11-24 13:24:17,SHIPPED,EAST
274,381.0,2026-05-21 02:08:31,PLACED,EAST
275,980.0,2024-10-09 11:54:30,DELIVERED,EAST
276,180.0,2025-02-22 04:39:29,DELIVERED,SOUTH
277,120.0,2024-11-02 02:18:09,SHIPPED,EAST
278,211.0,2025-02-19 23:11:38,DELIVERED,EAST
279,460.0,2025-11-23 07:12:13,DELIVERED,NORTH
280,512.0,2025-08-15 06:01:58,CANCELLED,SOUTH
282,297.0,2025-11-17 03:59:48,RETURNED,SOUTH
283,747.0,2025-09-17 03:35:57,DELIVERED,WEST
284,143.0,2025-03-09 10:38:02,PLACED,SOUTH
285,95.0,2025-10-22 02:23:54,SHIPPED,SOUTH
287,981.0,2025-02-17 16:28:35,SHIPPED,EAST
288,524.0,2024-12-15 02:05:57,DELIVERED,SOUTH
289,438.0,2026-01-11 03:10:56,SHIPPED,EAST
290,457.0,2025-10-27 19:27:02,DELIVERED,WEST
291,426.0,2025-03-26 20:12:56,DELIVERED,WEST
292,425.0,2026-04-06 11:12:53,PLACED,SOUTH
293,889.0,2026-03-11 02:02:21,CANCELLED,WEST
294,420.0,2025-06-07 07:12:40,SHIPPED,WEST
295,774.0,2025-10-03 10:57:05,DELIVERED,EAST
296,44.0,2025-09-17 10:55:12,DELIVERED,WEST
297,475.0,2025-05-02 22:26:26,SHIPPED,EAST
298,855.0,2024-08-26 05:25:39,DELIVERED,EAST
299,504.0,2026-01-17 18:27:09,PLACED,EAST
300,994.0,2024-10-21 02:38:07,DELIVERED,WEST
301,644.0,2025-03-20 02:31:20,DELIVERED,EAST
302,590.0,2026-06-28 13:27:47,DELIVERED,SOUTH
303,900.0,2024-10-26 05:29:43,PLACED,EAST
304,934.0,2024-08-23 23:47:06,SHIPPED,NORTH
305,785.0,2025-05-04 07:56:55,DELIVERED,SOUTH
306,894.0,2025-08-11 21:09:44,DELIVERED,EAST
307,705.0,2025-07-14 13:00:34,DELIVERED,SOUTH
309,167.0,2025-08-29 19:13:13,SHIPPED,SOUTH
310,573.0,2026-04-22 16:58:44,DELIVERED,NORTH
311,939.0,2024-11-10 22:19:18,CANCELLED,WEST
312,708.0,2025-10-28 02:25:41,DELIVERED,EAST
313,312.0,2025-11-17 05:03:39,SHIPPED,SOUTH
314,315.0,2025-07-28 16:50:07,PLACED,NORTH
315,794.0,2025-06-22 14:59:33,SHIPPED,NORTH
316,526.0,2025-08-02 06:22:30,CANCELLED,NORTH
317,684.0,2024-12-03 07:35:08,SHIPPED,SOUTH
318,205.0,2026-04-02 18:19:17,PLACED,EAST
319,357.0,2026-01-12 21:38:33,DELIVERED,SOUTH
320,70.0,2025-11-03 01:27:49,PLACED,SOUTH
321,988.0,2026-01-23 19:44:13,DELIVERED,NORTH
322,943.0,2024-08-08 23:45:00,DELIVERED,SOUTH
323,981.0,2024-07-28 03:01:33,RETURNED,WEST
324,234.0,2024-10-29 15:48:24,DELIVERED,WEST
325,140.0,2025-11-10 14:14:56,SHIPPED,NORTH
326,506.0,2026-02-10 01:07:12,DELIVERED,EAST
327,862.0,2024-12-02 20:41:07,SHIPPED,WEST
328,72.0,2025-03-30 09:40:14,CANCELLED,EAST
329,691.0,2026-03-23 10:40:58,DELIVERED,NORTH
330,405.0,2026-03-07 20:10:09,SHIPPED,SOUTH
331,999.0,2024-08-04 21:48:05,DELIVERED,WEST
332,859.0,2026-05-28 20:45:16,DELIVERED,EAST
333,821.0,2026-02-07 17:59:22,DELIVERED,WEST
334,524.0,2026-05-02 12:56:56,SHIPPED,EAST
335,237.0,2025-01-12 16:41:02,PLACED,NORTH
336,511.0,2026-06-11 02:25:27,DELIVERED,EAST
337,637.0,2025-01-13 15:12:16,DELIVERED,WEST
338,207.0,2025-05-09 18:52:49,DELIVERED,EAST
339,554.0,2025-08-21 18:30:29,PLACED,WEST
340,122.0,2025-10-11 19:48:46,DELIVERED,WEST
342,138.0,2025-01-26 00:47:50,DELIVERED,WEST
343,702.0,2025-06-22 13:29:54,DELIVERED,SOUTH
344,401.0,2025-10-24 04:32:13,DELIVERED,EAST
346,760.0,2025-02-02 22:40:49,DELIVERED,WEST
347,354.0,2025-04-04 20:32:02,PLACED,SOUTH
348,664.0,2025-05-22 11:25:41,DELIVERED,EAST
349,174.0,2025-09-14 19:37:14,DELIVERED,WEST
351,387.0,2024-07-15 05:45:55,PLACED,WEST
352,692.0,2025-09-29 04:46:32,DELIVERED,EAST
353,307.0,2024-09-03 15:52:22,DELIVERED,NORTH
354,549.0,2026-02-28 03:55:44,SHIPPED,WEST
355,640.0,2026-05-04 02:23:21,DELIVERED,NORTH
356,280.0,2026-05-10 13:05:51,DELIVERED,SOUTH
357,79.0,2026-02-02 07:20:08,DELIVERED,WEST
358,321.0,2026-05-30 19:31:28,DELIVERED,WEST
360,219.0,2026-06-26 17:24:18,CANCELLED,EAST
361,546.0,2025-06-08 09:42:46,CANCELLED,NORTH
362,374.0,2026-02-06 06:27:26,DELIVERED,EAST
363,421.0,2025-10-05 15:57:37,PLACED,SOUTH
364,274.0,2026-05-17 16:47:05,SHIPPED,SOUTH
366,574.0,2024-09-11 19:33:02,CANCELLED,SOUTH
367,140.0,2025-09-26 08:46:12,SHIPPED,SOUTH
368,44.0,2026-04-22 02:03:58,PLACED,NORTH
369,306.0,2026-06-19 06:38:25,DELIVERED,EAST
370,907.0,2026-01-07 19:56:27,DELIVERED,SOUTH
371,585.0,2026-03-10 11:53:45,DELIVERED,EAST
372,93.0,2026-06-17 11:36:05,DELIVERED,EAST
373,755.0,2024-11-19 00:19:13,SHIPPED,WEST
374,110.0,2024-12-21 09:27:07,DELIVERED,EAST
375,58.0,2026-01-18 14:30:36,CANCELLED,EAST
376,487.0,2024-10-31 19:08:12,DELIVERED,SOUTH
377,733.0,2025-07-11 14:40:13,DELIVERED,NORTH
378,679.0,2025-04-17 04:45:38,CANCELLED,SOUTH
379,394.0,2024-08-02 18:52:49,DELIVERED,NORTH
380,243.0,2024-11-02 23:23:27,CANCELLED,WEST
381,940.0,2025-08-25 11:55:11,DELIVERED,SOUTH
382,881.0,2025-01-22 06:23:05,DELIVERED,WEST
383,281.0,2025-07-22 06:16:33,CANCELLED,WEST
384,949.0,2024-10-31 07:20:26,DELIVERED,NORTH
385,716.0,2025-08-01 19:44:16,DELIVERED,EAST
386,29.0,2025-04-30 15:18:44,SHIPPED,WEST
387,140.0,2026-06-17 05:15:19,DELIVERED,NORTH
388,256.0,2026-04-28 01:20:56,DELIVERED,SOUTH
389,703.0,2026-06-22 17:07:04,DELIVERED,SOUTH
390,704.0,2026-06-29 15:28:40,SHIPPED,NORTH
391,187.0,2024-08-22 10:00:03,DELIVERED,SOUTH
393,998.0,2025-09-17 08:23:00,DELIVERED,NORTH
394,440.0,2025-08-09 20:44:46,RETURNED,SOUTH
395,121.0,2026-01-21 10:22:52,DELIVERED,WEST
396,507.0,2026-03-05 00:27:29,SHIPPED,EAST
397,507.0,2025-12-01 06:14:26,SHIPPED,SOUTH
398,290.0,2025-12-20 22:34:23,SHIPPED,SOUTH
400,701.0,2024-12-05 03:30:12,DELIVERED,EAST
401,408.0,2026-03-09 00:08:11,DELIVERED,EAST
402,571.0,2026-05-01 03:37:03,SHIPPED,EAST
403,962.0,2025-03-09 22:03:24,DELIVERED,NORTH
405,914.0,2025-05-24 14:42:20,SHIPPED,WEST
406,899.0,2026-02-14 13:11:53,DELIVERED,WEST
407,120.0,2025-07-21 09:13:14,DELIVERED,EAST
408,949.0,2025-04-11 14:31:54,SHIPPED,EAST
409,447.0,2025-06-25 05:24:48,RETURNED,SOUTH
410,946.0,2025-01-04 17:31:20,PLACED,SOUTH
411,188.0,2025-02-18 13:03:55,DELIVERED,WEST
412,917.0,2026-07-05 13:39:56,DELIVERED,WEST
413,116.0,2026-04-03 10:18:11,SHIPPED,NORTH
414,291.0,2026-03-28 19:00:09,DELIVERED,EAST
415,680.0,2025-01-08 05:32:36,RETURNED,SOUTH
416,79.0,2025-01-18 04:58:28,PLACED,EAST
418,158.0,2024-08-18 21:54:20,DELIVERED,WEST
419,979.0,2026-02-07 09:24:14,DELIVERED,NORTH
420,974.0,2026-04-09 04:54:14,RETURNED,SOUTH
421,50.0,2026-03-01 22:30:49,DELIVERED,NORTH
422,617.0,2025-09-07 08:18:17,SHIPPED,WEST
423,873.0,2025-06-26 21:43:50,DELIVERED,SOUTH
424,503.0,2025-08-21 00:32:22,CANCELLED,SOUTH
425,99.0,2025-05-30 15:06:11,DELIVERED,WEST
426,577.0,2025-08-27 00:24:23,DELIVERED,EAST
427,445.0,2026-03-10 21:35:36,DELIVERED,WEST
428,664.0,2024-09-23 16:58:32,DELIVERED,NORTH
429,448.0,2026-05-14 09:32:48,DELIVERED,SOUTH
430,308.0,2025-06-29 10:10:54,SHIPPED,NORTH
431,940.0,2025-06-10 13:31:42,DELIVERED,NORTH
432,738.0,2024-07-13 01:33:32,SHIPPED,NORTH
433,17.0,2025-11-16 00:18:59,SHIPPED,SOUTH
434,47.0,2024-07-25 17:03:10,SHIPPED,WEST
435,461.0,2025-11-04 13:15:43,RETURNED,SOUTH
436,81.0,2026-04-21 02:16:40,DELIVERED,NORTH
437,19.0,2025-06-19 04:58:49,SHIPPED,WEST
438,415.0,2025-03-07 21:02:54,DELIVERED,WEST
439,833.0,2024-09-20 03:22:43,DELIVERED,WEST
441,193.0,2026-07-09 23:50:29,DELIVERED,SOUTH
442,642.0,2024-10-01 16:49:38,PLACED,WEST
443,433.0,2026-06-17 16:32:53,SHIPPED,WEST
444,483.0,2025-12-30 23:10:07,SHIPPED,EAST
445,854.0,2025-06-26 01:14:06,SHIPPED,WEST
446,869.0,2026-04-20 14:17:50,DELIVERED,EAST
448,63.0,2024-10-22 18:03:44,DELIVERED,NORTH
449,664.0,2024-11-04 08:19:03,DELIVERED,EAST
450,447.0,2024-09-05 08:12:52,SHIPPED,EAST
451,520.0,2025-02-07 01:55:54,DELIVERED,WEST
452,301.0,2026-03-23 13:41:38,DELIVERED,EAST
453,819.0,2025-06-05 23:33:52,SHIPPED,NORTH
454,133.0,2024-12-10 03:18:42,DELIVERED,WEST
455,506.0,2025-05-28 10:54:01,PLACED,NORTH
456,268.0,2026-02-23 12:46:20,DELIVERED,NORTH
457,346.0,2025-10-26 15:48:15,SHIPPED,SOUTH
458,349.0,2024-11-14 10:34:57,DELIVERED,EAST
459,874.0,2025-10-05 21:06:01,DELIVERED,NORTH
460,449.0,2025-08-18 22:47:00,DELIVERED,NORTH
461,625.0,2026-02-13 15:15:11,DELIVERED,NORTH
462,172.0,2025-10-09 07:12:56,CANCELLED,SOUTH
463,726.0,2026-05-24 17:57:09,DELIVERED,NORTH
464,373.0,2025-02-15 21:08:52,DELIVERED,WEST
465,788.0,2025-03-14 10:05:48,DELIVERED,EAST
466,176.0,2026-05-18 03:44:18,DELIVERED,EAST
467,252.0,2025-08-20 07:36:44,DELIVERED,SOUTH
468,440.0,2024-08-05 16:53:52,DELIVERED,EAST
470,323.0,2025-02-10 20:10:13,DELIVERED,WEST
471,677.0,2024-12-04 04:46:51,DELIVERED,EAST
472,908.0,2024-11-24 01:39:30,DELIVERED,EAST
473,9.0,2026-05-25 04:45:49,DELIVERED,SOUTH
474,457.0,2025-08-11 04:51:19,DELIVERED,WEST
475,909.0,2024-12-09 18:48:03,DELIVERED,EAST
476,551.0,2025-11-14 04:37:52,DELIVERED,SOUTH
477,554.0,2025-08-14 16:13:54,DELIVERED,EAST
478,164.0,2024-07-12 16:40:21,DELIVERED,EAST
479,793.0,2026-06-11 18:50:38,DELIVERED,NORTH
480,266.0,2024-08-09 23:51:08,PLACED,NORTH
481,587.0,2025-11-10 06:23:15,RETURNED,SOUTH
482,292.0,2025-02-24 02:21:19,DELIVERED,SOUTH
483,533.0,2024-12-12 15:47:25,DELIVERED,SOUTH
484,370.0,2025-04-24 02:57:22,DELIVERED,WEST
485,64.0,2026-02-01 22:26:29,SHIPPED,NORTH
486,539.0,2024-10-24 21:29:03,DELIVERED,EAST
