item_id,order_id,product_id,quantity,unit_price,discount_percent
148,951,178,8,1127.08,19.3
149,2359,148,2,1104.23,10.65
150,1189,287,4,2256.57,16.14
151,3229,133,10,1194.73,10.24
152,2217,32,7,1918.45,27.68
153,3191,345,1,1662.81,9.93
154,1896,517,3,207.84,12.28
155,1113,135,1,1334.42,60.31
156,2392,347,1,1473.28,16.97
157,1105,453,9,1951.81,89.99
158,2236,187,8,523.63,21.02
159,1878,468,5,491.88,78.75
160,1770,429,8,1926.64,57.85
161,2824,123,2,112.25,13.8
162,1353,70,1,651.07,89.4
163,4276,395,5,2391.47,56.93
164,2813,222,7,2187.72,6.83
165,913,27,6,896.68,0.43
166,537,570,10,1138.41,3.03
167,424,488,10,1560.52,84.13
168,1866,108,8,2456.19,61.23
169,2255,88,4,1857.77,51.72
170,1310,465,1,1677.91,99.77
171,220,539,10,381.95,54.41
173,1284,125,8,1310.89,84.53
174,2010,332,5,1429.88,77.24
175,618,336,3,2028.62,90.69
176,3806,360,10,296.32,36.08
178,3555,4,9,2216.11,28.3
179,97,174,2,2387.31,73.42
180,197,49,2,1114.82,62.53
181,2864,529,7,1754.66,48.46
182,2770,6,6,1473.38,57.5
183,354,304,2,1550.35,90.87
184,3202,423,3,1558.84,67.72
185,4110,440,3,2389.03,10.44
186,1101,41,2,778.08,96.76
187,2216,332,4,2284.13,68.2
188,1198,109,5,1222.61,38.61
189,4955,207,4,2147.2,90.43
190,3094,460,2,648.46,3.35
191,4586,430,9,1413.46,73.58
192,3658,278,6,1555.28,95.77
193,3578,469,2,1606.35,97.83
194,4129,459,5,1565.79,65.31
195,2598,222,8,1141.74,5.24
196,1743,113,3,1083.59,26.6
197,1207,265,10,2455.62,98.66
198,2216,451,8,16.83,3.93
199,2823,70,10,2006.48,83.8
200,4751,183,6,2464.52,89.99
201,412,226,10,1673.89,94.85
202,1707,351,3,1943.02,11.78
203,3964,190,6,2472.63,15.43
205,4809,118,10,924.85,14.19
206,3182,390,5,59.11,58.03
207,2734,503,1,2029.88,21.29
208,1684,32,10,513.44,91.0
209,2015,416,2,852.56,18.9
210,3553,549,10,674.75,89.0
211,3636,452,10,2042.75,2.76
212,3492,46,8,71.99,27.24
213,2278,246,7,626.33,44.51
214,4844,82,1,1826.63,66.05
215,2325,202,5,974.92,43.77
216,3756,448,7,474.28,7.93
217,4013,309,6,2082.8,73.91
218,4110,448,5,1078.42,52.35
219,4092,315,5,177.0,17.03
220,1916,66,9,634.22,72.58
221,3852,178,10,1051.48,70.88
222,1320,140,10,520.34,21.88
223,4294,164,10,315.46,56.32
225,2238,524,1,653.83,78.06
226,3957,73,7,914.81,82.76
227,3807,389,5,982.56,29.67
228,1890,591,7,220.45,9.87
229,3283,504,5,2302.36,81.92
230,3273,382,8,2042.89,71.96
231,2062,493,7,2431.93,4.69
232,4098,351,6,2126.17,13.97
233,2627,190,7,185.82,36.38
234,4402,532,5,1242.82,13.44
235,1177,480,9,907.88,74.04
236,3532,79,3,1720.48,55.4
237,4976,175,1,1491.33,53.62
238,3538,283,4,96.41,37.99
239,3399,443,8,513.4,3.74
240,719,264,3,625.46,19.4
241,4643,245,9,612.12,1.98
242,918,521,2,664.48,2.15
243,4357,332,6,864.41,49.82
244,2372,365,6,392.16,39.27
245,1580,422,6,1525.45,93.64
246,4287,217,6,800.28,93.75
247,1637,514,10,1146.13,92.54
248,3256,435,4,2285.53,43.2
249,1666,556,4,1783.0,57.52
250,2051,70,9,1165.3,53.39
251,3171,48,3,1734.33,60.0
252,3541,133,10,666.71,42.46
253,3855,432,10,1762.17,16.81
254,4397,291,4,352.1,52.52
255,3976,469,6,486.19,48.14
256,399,93,10,2033.51,0.39
257,4971,60,8,1702.39,99.68
258,1043,10,6,477.8,95.51
259,1054,128,8,1941.86,80.17
260,2245,361,2,1830.21,38.27
261,2218,428,5,1724.68,15.05
262,3482,418,2,550.49,79.2
263,2891,38,10,1309.59,28.79
264,2647,247,3,1687.26,9.13
266,2326,68,10,1684.68,89.4
267,2320,542,1,750.84,75.3
268,2294,378,6,46.06,95.48
269,2022,189,10,1293.57,85.5
270,3815,26,10,357.89,26.98
271,1657,89,5,69.88,61.97
272,4566,179,8,596.67,32.85
273,1059,501,4,1192.04,64.31
274,2812,264,8,1107.68,6.49
275,3898,231,3,850.51,31.0
276,798,185,2,2273.75,40.63
277,2024,595,2,550.72,77.19
278,1469,474,3,1772.43,83.23
279,805,213,2,2212.91,83.05
280,4665,52,4,1097.29,47.25
281,2708,517,9,460.53,28.8
282,1764,579,8,183.98,13.16
283,1811,461,10,2298.21,68.87
284,3618,355,2,1502.64,56.74
285,718,295,6,2007.08,8.43
286,1532,182,2,93.66,92.61
287,2665,91,7,124.19,71.71
288,2058,221,5,986.82,29.01
289,4616,429,4,1474.72,25.29
290,62,58,3,1163.84,15.02
291,4098,245,8,804.66,46.18
292,4156,457,1,2305.13,31.96
293,4929,224,8,479.0,75.06
294,358,45,4,2249.79,66.56
295,1152,351,4,1291.05,86.05
296,2710,291,8,1012.19,55.15
297,4529,317,2,2410.18,65.42
298,3451,222,4,558.35,71.17
299,3385,542,7,719.76,82.23
300,3366,206,2,838.91,46.55
301,557,528,8,922.46,78.76
302,3168,368,8,1762.05,56.63
303,3374,13,10,114.02,92.86
304,3668,323,4,392.08,56.94
305,4226,263,7,1597.19,8.83
306,1048,334,10,240.53,26.56
307,4816,378,6,2099.56,19.8
308,3249,424,3,122.23,7.01
309,2515,220,3,152.97,61.88
310,635,226,8,1977.29,15.53
311,999,17,10,1553.63,20.03
312,1559,157,3,423.83,63.8
313,2504,582,1,991.37,13.31
315,1741,302,9,1881.3,40.29
317,3091,317,7,1722.7,22.2
318,4630,317,1,533.8,40.85
319,2917,17,3,1328.15,33.54
320,3500,170,3,1431.45,79.28
321,1199,216,7,2019.91,77.81
322,1302,500,6,620.17,94.55
323,4963,170,7,1189.21,5.49
324,1577,247,5,640.76,25.14
325,864,48,7,890.06,93.73
326,3165,90,5,1371.65,98.03
327,4114,563,9,971.42,73.88
328,3858,174,9,686.88,25.06
329,2014,369,5,217.63,95.71
330,3417,89,10,581.57,29.97
331,4426,234,1,1741.55,23.53
332,4461,29,2,312.05,57.93
333,3448,600,4,179.61,13.52
334,4046,254,4,1582.78,60.99
335,1293,164,1,2326.65,2.78
336,4106,376,7,459.15,0.59
337,815,373,3,388.24,7.32
338,3236,223,4,1700.43,29.11
339,1454,82,1,428.22,4.55
340,4873,437,4,1214.93,3.5
341,2849,19,2,2244.94,94.86
342,3740,498,2,1592.65,39.89
343,113,8,10,1750.9,69.03
344,649,475,10,946.78,34.28
345,1427,302,4,2126.34,52.96
346,4181,493,5,293.19,91.31
347,4038,312,6,1094.05,11.53
348,480,566,8,1135.97,13.34
349,1527,34,3,2110.98,5.32
350,4258,10,10,2154.01,54.53
351,4653,117,4,455.02,20.49
352,104,26,2,942.9,60.03
353,624,560,4,591.26,68.32
354,3694,394,6,408.84,14.76
355,724,226,1,288.14,43.67
356,2377,170,10,1327.54,90.54
357,3165,506,4,1702.29,10.15
358,4142,114,2,291.22,43.3
359,4400,422,8,1844.77,95.31
360,786,342,1,480.12,39.7
361,3542,454,5,592.32,1.57
362,4698,307,3,218.34,68.58
363,190,290,6,2364.11,1.19
364,4276,288,4,1950.47,6.06
366,2386,423,6,2323.43,44.66
367,4131,257,4,1096.05,61.0
368,4581,233,1,2490.51,65.04
369,2410,42,7,855.96,50.99
370,64,87,6,1248.9,16.34
371,4874,454,3,613.51,72.51
372,212,121,9,2118.41,54.71
373,2958,111,4,234.08,15.77
374,3500,201,4,2126.08,53.42
375,4887,41,2,916.05,17.88
376,527,68,1,1689.28,63.8
377,3889,80,5,1800.35,46.09
378,2881,451,7,1421.18,91.24
379,1600,92,9,417.18,95.53
380,3669,26,5,776.68,29.78
381,4444,534,2,309.97,6.24
382,2248,344,2,1749.77,49.98
383,3409,73,7,1465.33,33.83
384,238,99,5,1215.01,56.82
385,2511,340,2,197.0,89.95
386,329,133,8,2211.93,66.55
388,1114,331,3,2156.47,72.85
389,2895,187,1,1334.97,52.41
390,1932,370,9,1774.8,49.89
391,4979,195,8,545.25,72.48
392,131,168,8,1753.07,25.49
393,4121,411,10,1668.29,19.54
394,2526,394,10,722.59,28.6
395,2036,600,3,1397.52,31.91
396,2842,135,7,1778.18,60.28
397,3411,465,9,1019.1,78.9
398,2732,232,3,2077.79,85.69
399,1295,58,1,2131.73,41.1
400,485,120,4,661.89,87.75
401,1608,262,2,2206.77,98.49
402,3405,217,3,1008.87,79.97
403,1491,223,9,495.45,45.94
404,2981,372,5,2000.04,11.72
405,2380,151,5,219.29,10.53
406,4718,272,6,739.64,56.76
407,1366,83,8,1583.12,53.15
408,2460,388,5,601.72,10.97
409,912,126,6,2446.97,40.79
410,1423,258,8,1654.96,28.83
411,4106,453,10,442.09,44.09
412,4328,508,4,942.9,64.51
413,18,63,2,1167.15,80.95
414,617,542,5,558.4,27.8
415,1922,50,10,855.61,46.55
416,2657,202,9,2494.13,2.57
417,2057,415,9,2449.43,90.41
418,4384,394,4,2350.03,30.85
419,582,276,1,1583.44,1.32
420,4837,399,7,294.44,2.65
421,1986,457,10,2283.71,60.71
422,524,532,3,2283.03,59.77
423,74,435,1,203.04,77.27
424,4763,10,8,264.91,90.04
426,1534,493,5,420.99,92.84
427,4190,233,10,1600.79,11.28
428,3204,82,3,668.04,70.2
429,3047,38,9,2127.66,61.85
430,3709,518,7,2188.99,16.39
431,2343,87,1,702.88,26.97
432,3897,229,5,2107.05,16.96
433,555,363,9,1451.25,16.97
434,4913,280,6,1147.82,32.37
435,1748,502,8,1758.8,60.88
436,236,349,3,792.84,47.79
437,4922,548,8,2123.06,20.9
438,3843,320,8,1802.53,9.97
439,4959,280,6,1827.11,53.55
441,3553,27,6,2187.69,53.07
442,3139,436,9,1794.55,85.46
443,2518,480,7,2268.93,39.28
444,671,176,8,226.81,8.86
445,1354,141,5,955.43,83.85
446,4313,24,5,2192.36,13.07
447,2404,63,5,1259.26,98.27
448,2635,416,10,940.02,33.64
449,3856,465,5,1911.82,94.52
450,3664,428,6,2303.66,92.65
451,1831,498,6,2189.95,25.2
452,1268,339,6,199.36,17.05
453,4513,298,6,1054.08,79.31
454,4029,333,1,1934.42,85.21
455,1435,281,8,1410.89,76.08
456,1328,215,7,1968.48,39.74
457,4791,578,5,1545.24,14.22
458,2781,276,4,104.74,0.09
459,735,351,9,1430.17,8.21
460,3399,578,3,1852.09,46.98
461,4452,349,6,182.28,99.32
462,3073,254,10,840.94,61.5
463,1072,445,7,1872.11,2.18
464,1153,23,1,1000.7,24.61
465,625,71,5,1322.75,49.82
466,1180,534,8,457.1,38.24
467,1545,224,6,1731.94,4.11
468,541,493,2,221.72,88.43
469,2009,208,7,2463.69,73.8
470,3062,299,4,710.61,52.91
471,3522,56,5,1665.78,67.7
472,715,228,10,1183.35,55.33
473,548,33,1,1455.08,92.98
474,3385,511,8,2349.46,78.31
475,3409,351,8,1915.46,45.61
476,2448,339,5,1547.53,5.82
477,4131,114,5,1537.32,80.59
478,910,111,5,2255.34,13.97
479,2582,381,10,521.5,82.26
480,1109,197,9,1730.96,18.86
481,573,319,2,2434.77,52.0
482,234,476,6,66.87,37.65
483,3462,15,1,969.91,28.14
484,1011,305,2,771.22,50.7
485,3442,293,7,1410.59,24.47
486,3713,593,5,1139.49,5.45
487,3579,581,10,824.71,47.8
488,276,162,3,579.94,79.76
489,1690,465,6,1160.62,11.17
490,4400,271,6,1331.5,76.65
491,4848,308,10,2077.08,35.82
492,2735,597,2,177.38,70.69
493,3225,301,10,2496.11,43.26
494,4786,7,6,85.13,7.26
495,1280,539,6,945.45,53.83
496,77,71,6,1260.25,46.99
497,2840,47,8,321.09,68.49
498,357,234,7,1064.56,14.33
499,1051,516,6,1747.22,5.73
500,3781,496,5,2251.77,3.25
501,3469,44,8,1685.57,10.58
502,2442,13,2,1868.85,58.74
503,720,395,3,2214.25,35.01
504,3997,354,6,728.57,17.92
505,1649,129,9,1903.1,75.44
506,4114,347,8,2301.86,95.95
507,3206,534,1,2339.49,7.02
508,900,333,6,918.37,41.59
509,3452,425,7,1403.6,58.23
510,4634,246,5,1057.24,74.63
511,116,350,7,1426.0,37.05
512,955,74,2,555.52,58.7
513,1535,135,7,659.39,37.15
514,3058,405,2,1521.41,6.74
515,1191,440,3,2259.82,45.1
516,3178,594,5,1220.35,30.42
517,4158,419,8,1851.42,8.53
518,479,356,7,413.47,62.7
519,3185,585,5,2188.88,98.92
520,4616,81,3,1060.67,13.31
521,1099,495,1,711.1,58.64
522,3199,209,1,2432.84,75.31
523,4116,436,2,616.86,99.62
524,2973,355,1,573.29,38.83
525,1424,198,7,40.06,18.86
526,2891,503,7,1142.39,39.16
527,4981,534,5,780.38,6.49
528,290,223,5,2139.31,15.93
530,3121,212,8,1872.89,32.49
531,3385,83,4,298.68,51.49
533,3384,143,10,1656.68,56.22
534,525,106,4,243.78,93.01
535,3823,497,9,1989.97,3.0
536,3473,395,4,989.18,39.23
537,1436,520,10,193.36,24.63
538,2674,596,7,1293.4,33.63
539,4026,51,4,1795.64,66.78
540,253,231,10,1231.51,21.87
541,882,206,4,396.7,25.09
542,3672,338,6,1042.23,83.05
543,389,256,10,145.74,40.28
544,3737,69,8,323.25,85.81
545,2327,300,7,1990.75,60.36
546,4911,518,9,602.52,50.28
547,605,336,3,310.8,58.71
548,2198,589,8,232.24,40.0
549,2884,452,2,1040.69,34.64
550,1365,138,9,1760.81,80.5
551,4649,336,7,1644.81,70.84
552,195,135,10,1411.18,56.19
553,2429,195,5,1680.55,74.47
554,2621,470,5,1205.84,80.88
555,630,244,7,2297.21,53.61
556,2785,17,7,1944.59,95.66
557,4773,93,1,1746.62,59.43
558,4224,193,7,362.7,20.83
559,4843,193,6,965.22,1.53
560,2333,90,2,394.04,45.97
561,4604,336,7,1681.67,40.98
562,341,449,9,348.17,66.89
563,1831,220,1,1380.95,54.91
564,4734,438,2,996.08,47.67
565,143,205,4,1620.7,22.35
566,3075,371,5,1057.11,0.1
567,21,356,2,1020.02,85.71
568,1588,418,8,1227.91,3.4
569,3692,207,5,1506.58,7.59
570,47,350,5,683.66,42.57
571,4057,247,9,1799.52,5.01
572,4118,440,6,1339.16,5.81
573,775,140,3,2419.35,80.08
574,3438,131,7,797.43,98.44
575,268,578,9,826.17,5.17
576,2408,396,1,314.15,31.55
577,107,42,8,73.68,91.64
578,287,462,1,531.99,50.65
579,3613,238,6,1580.7,72.85
580,3293,587,5,587.62,57.37
581,2264,108,1,534.56,57.44
582,3097,510,6,178.53,21.9
583,109,359,2,741.54,93.25
584,1435,368,9,1579.34,10.36
585,1609,362,10,1506.9,85.98
586,1361,592,1,713.89,82.57
587,4831,38,6,1824.46,22.83
588,4443,459,3,1701.66,98.73
589,298,397,7,2080.16,84.15
590,2623,73,9,2236.67,78.11
592,3778,294,9,732.59,69.97
594,3668,9,10,459.1,75.21
595,37,484,4,314.8,93.34
596,2669,121,9,563.93,82.49
597,3850,522,2,1043.25,34.11
598,3706,506,8,187.98,13.66
599,1105,35,9,2187.68,5.91
600,3637,328,3,2011.53,26.98
601,1522,244,6,1702.14,1.29
603,4892,484,3,1659.35,17.5
604,3813,66,6,481.46,40.49
605,3905,265,10,1748.05,9.47
606,3708,365,5,1916.14,35.54
607,2435,531,5,1334.29,98.31
608,3435,588,6,2418.18,70.72
609,854,106,9,2049.15,31.47
610,2046,238,7,1363.18,34.43
611,2350,431,6,1241.17,3.71
612,3390,545,6,33.02,60.85
613,1717,70,4,2150.11,22.33
614,496,182,7,1900.91,32.0
615,2452,353,7,948.29,68.82
616,4736,155,4,618.08,62.37
617,2630,463,6,143.46,7.71
618,4346,137,6,1012.05,53.54
619,1660,171,1,2404.17,99.54
620,3093,113,3,1666.08,74.74
621,4189,387,7,1454.21,46.27
622,1474,221,5,1585.16,2.46
623,2287,481,9,1405.06,44.39
624,787,585,3,2477.28,18.92
625,1270,184,2,1812.52,95.14
626,1440,229,2,357.35,75.37
627,3210,190,1,877.81,68.52
628,777,514,5,907.72,34.17
629,4417,169,5,802.56,89.75
630,30,53,4,2227.45,34.72
632,75,316,6,2459.8,57.96
633,2952,454,9,259.65,82.83
634,3578,143,9,240.02,14.78
635,3423,177,6,2127.58,40.78
636,2394,216,9,752.16,38.66
637,4410,180,9,535.14,57.66
638,1451,534,6,1498.98,65.11
639,1749,403,5,531.25,39.66
641,1248,527,3,1926.02,23.56
642,3320,320,4,1525.58,51.56
643,4093,289,5,1431.7,63.17
644,1963,261,7,2134.55,70.74
645,779,63,1,1786.19,68.97
646,3075,442,7,455.52,75.17
647,2973,326,3,772.01,29.01
648,2714,465,1,1542.15,92.64
649,4710,361,7,199.12,83.75
650,4318,438,1,208.7,38.26
651,493,188,7,2167.1,89.1
652,145,107,5,1111.07,61.25
653,868,389,6,2229.11,13.41
654,196,427,5,978.27,49.16
655,3856,227,9,2122.44,14.75
656,459,182,2,2278.83,27.38
657,4688,200,4,872.9,74.25
658,555,16,1,1720.67,75.59
659,197,173,10,617.27,65.88
660,250,436,6,1089.97,9.43
661,1822,204,9,1942.75,49.96
662,4710,325,2,898.51,73.55
663,4526,170,2,738.84,75.84
664,1474,520,3,2395.94,90.05
665,1483,49,2,1277.44,85.95
666,3609,402,6,1373.38,12.02
667,3524,171,3,842.07,4.55
668,3910,234,6,2467.26,13.59
669,4922,303,10,604.14,24.71
670,1380,499,3,634.0,39.74
671,1964,575,3,583.58,96.03
672,1901,494,5,1609.47,35.48
673,4849,273,4,394.36,73.13
674,157,196,6,569.66,2.63
675,787,295,7,1396.0,65.54
676,384,528,3,805.12,2.04
677,2232,524,1,2138.8,66.08
678,2581,121,6,1397.16,91.13
679,859,61,8,1539.58,48.33
680,4690,238,5,1424.32,69.18
681,2060,11,8,83.61,71.0
682,4130,284,6,2289.24,53.0
683,3988,214,6,1202.37,78.07
684,3089,6,10,1111.78,21.91
685,2394,482,7,665.66,14.8
686,13,198,9,1096.53,59.42
687,2913,136,9,1978.39,67.84
688,39,314,10,547.7,24.71
689,150,141,6,995.85,77.42
690,3614,383,6,339.67,91.8
691,4579,53,7,550.4,74.06
692,3850,536,7,183.05,31.51
693,4535,69,5,628.75,24.41
694,1284,528,7,582.79,61.33
695,2932,247,1,1502.54,13.56
696,4402,355,7,478.63,60.01
697,1940,298,9,1764.99,3.02
698,4935,501,2,2091.06,30.46
699,4010,207,6,1683.19,65.42
700,4821,41,8,1444.05,41.7
701,2540,374,9,2058.97,38.94
702,3693,239,6,1527.9,9.41
703,2055,22,1,864.38,20.56
704,4756,99,7,2307.06,51.89
705,898,509,1,2416.28,31.38
706,1758,33,10,1189.76,71.34
707,4120,519,3,1146.23,45.39
708,3477,591,2,1474.6,38.72
709,1898,421,9,625.65,76.32
710,4408,340,2,1104.74,55.59
711,905,149,7,968.74,80.92
712,547,567,3,2422.31,84.1
713,1362,503,10,1897.77,62.38
714,1349,265,9,1447.86,67.38
715,3313,27,2,1599.06,29.22
716,4590,343,6,2190.41,19.33
717,2279,220,4,1144.78,41.63
718,3019,580,2,1014.86,49.4
719,3566,262,8,645.62,71.0
720,2503,3,2,21.9,74.63
721,3642,379,5,1031.64,14.9
722,3464,320,2,2422.79,4.04
723,4787,421,10,1314.9,16.13
724,2705,313,9,393.13,92.39
725,4823,498,5,1443.55,74.09
726,3071,118,3,1994.44,64.21
727,1597,421,10,1025.58,82.4
728,3649,376,6,1276.74,83.58
729,1994,496,9,2275.37,91.03
730,4809,147,6,892.97,71.39
731,4060,471,1,309.73,32.38
733,1293,359,1,948.78,79.33
734,1647,102,1,1028.43,39.68
735,1210,492,8,1943.26,0.06
736,3670,590,2,2482.28,73.5
737,3523,219,8,1855.81,32.58
738,2422,183,7,2498.96,45.85
739,193,302,10,534.54,54.78
740,3336,473,2,1000.12,93.29
741,3592,36,3,368.15,34.77
742,3247,238,4,1440.64,31.86
743,2235,495,5,324.02,41.85
744,3829,525,5,402.36,65.34
745,176,401,4,1737.32,10.75
746,1514,403,6,2276.61,23.76
747,3861,232,1,243.06,13.51
748,3539,394,1,1103.24,40.59
749,35,333,6,593.44,63.49
750,934,422,5,2444.81,27.75
751,1366,513,6,1866.08,91.35
752,99,375,8,1389.51,6.78
753,2728,464,9,568.63,11.57
754,3634,572,7,1895.45,91.26
755,2924,341,9,2082.08,13.34
756,248,452,2,37.72,73.51
757,69,373,6,2410.41,15.64
758,3265,545,6,1236.85,79.78
759,1565,352,5,2321.68,58.67
760,1420,326,9,1407.68,59.67
761,3530,26,7,97.13,64.82
762,516,375,6,227.61,80.03
763,3660,372,10,198.14,58.5
764,2052,343,8,552.52,83.51
765,1622,274,3,1915.43,25.12
766,163,68,6,1564.79,49.25
767,2203,427,3,1910.6,39.67
768,1219,442,7,1927.35,24.83
769,2144,461,3,107.42,67.65
770,20,110,2,681.73,69.1
771,3627,75,3,1542.4,53.52
772,4552,258,1,623.18,76.81
773,979,140,5,2236.66,51.53
774,4928,256,8,30.63,1.42
775,4439,13,1,830.95,65.44
776,990,275,9,50.04,21.66
777,274,567,1,2098.73,11.23
778,1814,350,1,2393.42,51.82
779,4845,39,7,1590.56,96.14
780,797,421,4,1757.12,56.84
782,3671,433,5,1941.69,14.42
783,2841,580,2,1313.98,19.01
784,2192,522,3,2060.73,78.34
785,2630,77,5,2119.62,38.88
786,2005,230,10,206.8,84.34
787,2900,508,7,1791.43,87.17
788,4023,525,7,1582.98,21.11
789,2830,59,5,764.98,92.71
790,3245,298,10,1626.62,39.79
791,3159,148,6,2190.34,70.64
792,1557,134,10,1924.47,84.7
793,1211,278,1,2234.43,97.9
794,3159,261,9,244.12,18.63
795,4658,373,2,2038.71,93.24
796,2627,558,6,998.18,50.4
797,4129,205,1,1445.76,31.23
798,3023,278,1,1587.39,92.55
799,3882,528,3,1330.7,56.46
800,1409,16,9,1089.09,38.31
801,1457,380,7,1664.12,59.79
802,3569,168,3,355.75,41.43
803,1426,482,4,857.74,90.58
804,4976,353,2,2413.48,63.48
805,269,165,8,2263.66,78.34
806,146,91,3,2153.63,49.71
807,4621,304,1,913.51,91.42
808,4681,294,3,675.97,22.32
809,2274,98,6,2485.01,83.89
810,600,32,5,1860.03,18.63
811,1014,542,4,1083.65,66.3
812,4695,52,7,2222.2,42.2
813,2106,482,8,1210.36,63.47
814,800,82,1,1658.05,6.15
815,4173,257,1,624.78,46.83
816,147,87,9,1609.6,44.7
817,2833,228,8,479.09,93.32
818,2659,217,5,1482.77,94.12
819,1050,369,3,2213.83,49.25
820,3736,468,8,638.11,44.59
821,874,534,6,1318.6,34.43
822,2310,539,2,779.44,99.53
823,1554,544,4,583.43,82.71
