product_id,product_name,category,subcategory,cost_price
101,Only Shoes,Clothing,Shoes,1427.5
102,Conference Laptop,Electronics,Laptop,952.15
103,Figure Fiction,Books,Fiction,502.54
104,System T-Shirt,Clothing,T-Shirt,903.02
105,Firm Lighting,Home,Lighting,1115.74
106,Focus Science,Books,Science,658.26
107,Other Jeans,Clothing,Jeans,440.01
108,Lead Mobile,Electronics,Mobile,890.34
109,Respond Shirt,Clothing,Shirt,195.49
110,Miss Lighting,Home,Lighting,7.51
111,Strong Tablet,Electronics,Tablet,1271.44
112,Central Comics,Books,Comics,1197.29
113,Father T-Shirt,Clothing,T-Shirt,888.21
114,AREA CAMERA,Electronics,Camera,477.31
115,Ask Kitchen,Home,Kitchen,686.4
116,East Kitchen,Home,Kitchen,1274.45
117,Few Tablet,Electronics,Tablet,756.06
118,Guy Headphones,Electronics,Headphones,1061.25
119,Customer Education,Books,Education,1057.69
120,Might Fiction,Books,Fiction,503.05
121,Party Jeans,Clothing,Jeans,83.59
122,Whom Jacket,Clothing,Jacket,452.16
123,Place Shirt,Clothing,Shirt,509.43
124,Rather Comics,Books,Comics,589.64
125,Training Decor,Home,Decor,296.66
126,Not Fiction,Books,Fiction,1129.64
127,Interesting Headphones,Electronics,Headphones,249.72
128,School Jacket,Clothing,Jacket,440.17
129,Someone Jeans,Clothing,Jeans,1123.83
130,Smile Headphones,Electronics,Headphones,865.64
131,Girl Jacket,Clothing,Jacket,643.53
132,Drop Shirt,Clothing,Shirt,1461.37
133,Because Shirt,Clothing,Shirt,775.58
134,Property Storage,Home,Storage,227.11
135,   Phone Education   ,Books,Education,597.98
136,Relate Storage,Home,Storage,980.93
137,Direction Fiction,Books,Fiction,1298.02
138,Environment Comics,Books,Comics,670.45
139,Agree Mobile,Electronics,Mobile,187.47
140,Finish Shirt,Clothing,Shirt,1481.09
141,Player Comics,Books,Comics,146.36
142,Car Jacket,Clothing,Jacket,968.67
143,Example Comics,Books,Comics,153.66
144,Person Tablet,Electronics,Tablet,1220.24
145,Financial Camera,Electronics,Camera,806.94
146,Commercial Fiction,Books,Fiction,879.16
147,Case Laptop,Electronics,Laptop,1346.92
148,Meeting T-Shirt,Clothing,T-Shirt,12.96
149,Boy Comics,Books,Comics,197.58
150,Sound Jeans,Clothing,Jeans,388.86
151,Matter Mobile,Electronics,Mobile,761.69
152,Various Storage,Home,Storage,1465.77
153,Public Laptop,Electronics,Laptop,1419.59
154,Out Storage,Home,Storage,867.72
155,Someone Storage,Home,Storage,1495.21
156,Treat Shirt,Clothing,Shirt,71.88
157,Price Laptop,Electronics,Laptop,1284.85
158,American Jeans,Clothing,Jeans,327.98
159,Many Decor,Home,Decor,935.36
160,Special Tablet,Electronics,Tablet,575.76
161,Other Jacket,Clothing,Jacket,1417.39
162,New Education,Books,Education,110.48
163,Range Kitchen,Home,Kitchen,847.65
164,Put Jacket,Clothing,Jacket,477.96
165,wRONG bIOGRAPHY,Books,Biography,375.01
166,Prevent Furniture,Home,Furniture,1027.55
167,Assume Fiction,Books,Fiction,138.02
168,Until Decor,Home,Decor,1198.16
169,Hour Furniture,Home,Furniture,1469.33
170,Issue Jacket,Clothing,Jacket,1175.19
171,Purpose Laptop,Electronics,Laptop,1313.89
172,Carry Fiction,Books,Fiction,1052.18
173,Across Storage,Home,Storage,153.1
174,Live Laptop,Electronics,Laptop,1129.05
175,Total Shoes,Clothing,Shoes,1018.33
176,Speech Biography,Books,Biography,392.3
177,During Jeans,Clothing,Jeans,853.5
178,Learn Furniture,Home,Furniture,960.59
179,Baby Kitchen,Home,Kitchen,630.27
180,Finish Education,Books,Education,534.23
181,Thing Science,Books,Science,1429.16
182,Data Shoes,Clothing,Shoes,134.98
183,Much Lighting,Home,Lighting,1268.64
184,Next Mobile,Electronics,Mobile,1417.58
185,Him T-Shirt,Clothing,T-Shirt,1116.4
186,Explain Fiction,Books,Fiction,638.86
187,Their Jacket,Clothing,Jacket,1029.26
188,   Get Camera   ,Electronics,Camera,1366.78
189,Threat Camera,Electronics,Camera,1125.75
190,So T-Shirt,Clothing,T-Shirt,68.32
191,Discuss Education,Books,Education,1323.49
192,Skin Jeans,Clothing,Jeans,1259.92
193,Seek Furniture,Home,Furniture,571.75
194,Newspaper Furniture,Home,Furniture,1020.2
195,Set Headphones,Electronics,Headphones,443.85
196,As Shirt,Clothing,Shirt,855.42
197,Win Shoes,Clothing,Shoes,1438.91
198,Soldier Camera,Electronics,Camera,1273.29
199,WOMAN HEADPHONES,Electronics,Headphones,496.18
200,iNDICATE fURNITURE,Home,Furniture,283.31
201,Already Furniture,Home,Furniture,740.61
202,Build Tablet,Electronics,Tablet,234.8
203,tHIS cAMERA,Electronics,Camera,378.95
204,Power Biography,Books,Biography,549.92
205,Audience T-Shirt,Clothing,T-Shirt,167.5
206,Evening Biography,Books,Biography,533.84
207,Beyond Fiction,Books,Fiction,1306.42
208,Impact Shirt,Clothing,Shirt,65.18
209,Here Biography,Books,Biography,1351.99
210,Option Jeans,Clothing,Jeans,1439.75
211,Our Furniture,Home,Furniture,827.43
212,Method Shoes,Clothing,Shoes,1171.6
213,Cut Science,Books,Science,1114.13
214,Order Education,Books,Education,166.28
215,Reason Laptop,Electronics,Laptop,752.5
216,Write Shirt,Clothing,Shirt,516.5
217,Its Camera,Electronics,Camera,426.92
218,Affect Camera,Electronics,Camera,232.98
219,Computer Jeans,Clothing,Jeans,176.95
220,Serve Kitchen,Home,Kitchen,646.59
221,Production Fiction,Books,Fiction,755.99
222,Dark Jeans,Clothing,Jeans,888.84
223,Work Jeans,Clothing,Jeans,604.92
224,Inside Kitchen,Home,Kitchen,642.32
225,Town Shirt,Clothing,Shirt,573.63
226,Series Kitchen,Home,Kitchen,641.98
227,Marriage Tablet,Electronics,Tablet,82.22
228,Argue Headphones,Electronics,Headphones,1414.78
229,Major Education,Books,Education,76.1
230,Single Mobile,Electronics,Mobile,1118.41
231,Will Shoes,Clothing,Shoes,1363.18
232,Law Camera,Electronics,Camera,1422.75
233,Fall Decor,Home,Decor,149.85
234,Teacher Tablet,Electronics,Tablet,199.81
235,Summer Decor,Home,Decor,885.42
236,East Kitchen,Home,Kitchen,319.0
237,Strong Fiction,Books,Fiction,200.08
238,Girl Mobile,Electronics,Mobile,1368.7
239,Believe Jeans,Clothing,Jeans,1388.62
240,Television Tablet,Electronics,Tablet,455.71
241,Design Education,Books,Education,234.74
242,Picture Jeans,Clothing,Jeans,1068.85
243,Large Decor,Home,Decor,1077.4
244,Majority Fiction,Books,Fiction,788.03
245,Face Laptop,Electronics,Laptop,1046.58
246,cHAIR sHOES,Clothing,Shoes,95.89
247,Teacher Jacket,Clothing,Jacket,801.04
248,Term Laptop,Electronics,Laptop,766.37
249,Rich Biography,Books,Biography,314.35
250,Economic Laptop,Electronics,Laptop,890.21
251,May Tablet,Electronics,Tablet,1063.09
252,Goal Decor,Home,Decor,448.06
253,Seat Storage,Home,Storage,339.77
254,   Budget Shoes   ,Clothing,Shoes,1413.36
255,Activity Kitchen,Home,Kitchen,1186.98
256,Manage Jeans,Clothing,Jeans,7.09
257,Age Storage,Home,Storage,490.22
258,Accept Kitchen,Home,Kitchen,919.17
259,Would Furniture,Home,Furniture,20.56
260,Agree Kitchen,Home,Kitchen,423.14
261,Interesting Furniture,Home,Furniture,1468.25
262,Blue Camera,Electronics,Camera,389.73
263,Choice Jacket,Clothing,Jacket,406.85
264,Whose Education,Books,Education,1096.07
265,International Comics,Books,Comics,721.12
266,Final Education,Books,Education,1224.32
267,We Jeans,Clothing,Jeans,1415.32
268,   Worry Shoes   ,Clothing,Shoes,1328.45
269,Imagine Science,Books,Science,219.57
270,Appear Education,Books,Education,969.45
271,Particular Fiction,Books,Fiction,210.25
272,Citizen Tablet,Electronics,Tablet,579.07
273,Show Mobile,Electronics,Mobile,968.5
274,Than Laptop,Electronics,Laptop,129.98
275,   Somebody T-Shirt   ,Clothing,T-Shirt,1436.64
276,Candidate Tablet,Electronics,Tablet,510.89
277,Present Laptop,Electronics,Laptop,1140.71
278,Five Education,Books,Education,720.97
279,Finish Shirt,Clothing,Shirt,404.85
280,Rule Mobile,Electronics,Mobile,158.71
281,Inside Furniture,Home,Furniture,1255.54
282,Onto Shirt,Clothing,Shirt,40.88
283,Be Biography,Books,Biography,984.77
284,A Jacket,Clothing,Jacket,1073.7
285,Certainly Camera,Electronics,Camera,169.65
286,Adult Headphones,Electronics,Headphones,925.47
287,Word Headphones,Electronics,Headphones,1380.21
288,Friend Tablet,Electronics,Tablet,645.8
289,Top Storage,Home,Storage,640.74
290,Rather Storage,Home,Storage,525.84
291,Up Headphones,Electronics,Headphones,994.29
292,Hundred Furniture,Home,Furniture,1293.26
293,Deep Jeans,Clothing,Jeans,588.95
294,Wonder Fiction,Books,Fiction,644.04
295,Over Kitchen,Home,Kitchen,1492.18
296,Themselves Jacket,Clothing,Jacket,743.84
297,No Biography,Books,Biography,956.72
298,You Jeans,Clothing,Jeans,826.26
299,Find Science,Books,Science,349.02
300,Mission Tablet,Electronics,Tablet,792.78
301,Music Shirt,Clothing,Shirt,9.28
302,Item Headphones,Electronics,Headphones,1436.64
303,Particularly Mobile,Electronics,Mobile,544.48
304,Smile Shoes,Clothing,Shoes,1253.7
305,Style Education,Books,Education,340.76
306,Among Shirt,Clothing,Shirt,1057.42
307,Center Fiction,Books,Fiction,639.94
308,Job Mobile,Electronics,Mobile,115.29
309,Heart Shirt,Clothing,Shirt,216.21
310,TOO SHIRT,Clothing,Shirt,228.83
311,Base Jacket,Clothing,Jacket,1123.42
312,Official Lighting,Home,Lighting,509.32
313,Lay Headphones,Electronics,Headphones,94.7
314,Purpose Tablet,Electronics,Tablet,757.43
315,Now Camera,Electronics,Camera,1021.46
316,Car Science,Books,Science,390.79
317,Where Kitchen,Home,Kitchen,239.42
318,Somebody Tablet,Electronics,Tablet,1426.85
319,Open Jacket,Clothing,Jacket,332.27
320,Sit T-Shirt,Clothing,T-Shirt,120.43
321,He Biography,Books,Biography,964.63
322,Reach Education,Books,Education,560.36
323,Herself Education,Books,Education,161.08
324,I Storage,Home,Storage,506.53
325,Guy Shoes,Clothing,Shoes,164.16
326,QUICKLY T-SHIRT,Clothing,T-Shirt,285.68
327,Investment Shirt,Clothing,Shirt,132.13
328,In Tablet,Electronics,Tablet,728.29
329,Adult Headphones,Electronics,Headphones,466.36
330,Government Decor,Home,Decor,752.82
331,Low Lighting,Home,Lighting,1460.91
332,Head Headphones,Electronics,Headphones,1113.47
333,Parent Tablet,Electronics,Tablet,229.53
334,Available Biography,Books,Biography,1278.78
335,Mouth Kitchen,Home,Kitchen,697.34
336,Federal Laptop,Electronics,Laptop,1212.18
337,Center Jeans,Clothing,Jeans,754.92
338,Different Lighting,Home,Lighting,511.84
339,Investment Storage,Home,Storage,649.2
340,Cut Education,Books,Education,917.53
341,Manage Laptop,Electronics,Laptop,1491.63
342,Lose Mobile,Electronics,Mobile,1306.33
343,Would Camera,Electronics,Camera,474.01
344,We Kitchen,Home,Kitchen,866.88
345,Fire Furniture,Home,Furniture,1067.43
346,Door Comics,Books,Comics,1467.83
347,Southern Education,Books,Education,1457.66
348,Finish Fiction,Books,Fiction,433.5
349,Environmental Science,Books,Science,197.83
350,Structure Storage,Home,Storage,1428.31
351,Significant Furniture,Home,Furniture,761.38
352,Upon Furniture,Home,Furniture,967.58
353,   Month T-Shirt   ,Clothing,T-Shirt,439.54
354,Religious T-Shirt,Clothing,T-Shirt,114.1
355,Report Biography,Books,Biography,526.66
356,Low Science,Books,Science,699.96
357,Wall Laptop,Electronics,Laptop,1376.6
358,Fly Biography,Books,Biography,496.44
359,Letter Decor,Home,Decor,732.01
360,True Fiction,Books,Fiction,62.23
361,Of Jacket,Clothing,Jacket,324.14
362,Much Tablet,Electronics,Tablet,98.29
363,Stay Lighting,Home,Lighting,324.06
364,Arm Shirt,Clothing,Shirt,1027.09
365,Score Decor,Home,Decor,129.97
366,Himself Headphones,Electronics,Headphones,451.01
367,By Biography,Books,Biography,1006.12
368,Method Kitchen,Home,Kitchen,143.2
369,Security Comics,Books,Comics,448.87
370,Behavior Shoes,Clothing,Shoes,725.03
371,And Jacket,Clothing,Jacket,1040.89
372,Morning Fiction,Books,Fiction,1341.2
373,Coach Shirt,Clothing,Shirt,869.84
374,Main Shoes,Clothing,Shoes,1236.14
375,Part Furniture,Home,Furniture,690.7
376,Ten Jacket,Clothing,Jacket,174.84
377,Ago Comics,Books,Comics,10.5
378,Agreement Education,Books,Education,960.18
379,Coach Mobile,Electronics,Mobile,1468.65
380,Design Science,Books,Science,903.41
381,Hit Shoes,Clothing,Shoes,290.78
382,Entire Headphones,Electronics,Headphones,29.21
383,Cover Storage,Home,Storage,191.49
384,Itself Biography,Books,Biography,530.83
385,Clearly Science,Books,Science,507.06
386,Could Jacket,Clothing,Jacket,269.46
387,Officer T-Shirt,Clothing,T-Shirt,431.12
388,Case Comics,Books,Comics,1407.16
389,Fill Mobile,Electronics,Mobile,160.2
390,Reality Tablet,Electronics,Tablet,159.99
391,Trouble Camera,Electronics,Camera,1209.78
392,Rule Lighting,Home,Lighting,1166.44
393,Like Fiction,Books,Fiction,707.01
394,Entire Headphones,Electronics,Headphones,1371.47
395,SPEAK BIOGRAPHY,Books,Biography,1174.38
396,Imagine Decor,Home,Decor,400.43
397,UNTIL EDUCATION,Books,Education,53.85
398,To Laptop,Electronics,Laptop,1261.95
399,Road Decor,Home,Decor,860.42
400,May Education,Books,Education,590.09
401,Paper Fiction,Books,Fiction,868.89
402,Prove Jacket,Clothing,Jacket,264.71
403,Those Storage,Home,Storage,350.3
404,Quite T-Shirt,Clothing,T-Shirt,867.52
405,Station Comics,Books,Comics,242.78
406,Woman Kitchen,Home,Kitchen,43.33
407,Already Tablet,Electronics,Tablet,929.06
408,Song Tablet,Electronics,Tablet,1114.8
409,Nothing Jacket,Clothing,Jacket,1167.5
410,Along Jeans,Clothing,Jeans,336.52
411,Spend T-Shirt,Clothing,T-Shirt,1090.84
412,Notice Comics,Books,Comics,416.07
413,People Shirt,Clothing,Shirt,871.14
414,American Mobile,Electronics,Mobile,895.86
415,Leave Laptop,Electronics,Laptop,1342.43
416,Science Mobile,Electronics,Mobile,545.29
417,Chair Jacket,Clothing,Jacket,1194.18
418,Receive Fiction,Books,Fiction,940.4
419,Really Jacket,Clothing,Jacket,473.81
420,Not Education,Books,Education,20.16
421,Eat T-Shirt,Clothing,T-Shirt,1282.94
422,Former Headphones,Electronics,Headphones,728.45
423,Kid Laptop,Electronics,Laptop,385.48
424,Around Laptop,Electronics,Laptop,806.25
425,Player Jeans,Clothing,Jeans,176.61
426,Business Shirt,Clothing,Shirt,333.54
427,Everybody Shoes,Clothing,Shoes,302.86
428,Mrs Headphones,Electronics,Headphones,979.63
429,Within Biography,Books,Biography,1419.79
430,Treatment Shoes,Clothing,Shoes,1032.15
431,View Lighting,Home,Lighting,1190.76
432,Audience Kitchen,Home,Kitchen,1430.87
433,Watch Biography,Books,Biography,638.49
434,Already Decor,Home,Decor,912.91
435,Major Education,Books,Education,564.07
436,About Camera,Electronics,Camera,55.47
437,Yet Storage,Home,Storage,907.8
438,   Ground Lighting   ,Home,Lighting,1214.52
439,Expect Education,Books,Education,113.6
440,Score Decor,Home,Decor,475.11
441,Company Headphones,Electronics,Headphones,1076.62
442,List Jacket,Clothing,Jacket,485.73
443,Reason T-Shirt,Clothing,T-Shirt,429.0
444,Receive T-Shirt,Clothing,T-Shirt,843.63
445,Protect Tablet,Electronics,Tablet,635.52
446,Ball Comics,Books,Comics,301.23
447,Challenge Camera,Electronics,Camera,1485.44
448,Center Fiction,Books,Fiction,260.85
449,Responsibility Storage,Home,Storage,866.74
450,Particularly Furniture,Home,Furniture,1284.87
451,Manage Camera,Electronics,Camera,1263.26
452,Congress Fiction,Books,Fiction,1377.46
453,Piece Headphones,Electronics,Headphones,108.83
454,Get Camera,Electronics,Camera,415.64
455,End Lighting,Home,Lighting,1163.05
456,LISTEN SCIENCE,Books,Science,1046.2
457,Speak Biography,Books,Biography,1450.89
458,Generation Headphones,Electronics,Headphones,158.6
459,Someone Shirt,Clothing,Shirt,212.41
460,Interview Lighting,Home,Lighting,136.58
461,American Storage,Home,Storage,1401.49
462,Open Headphones,Electronics,Headphones,69.4
463,Him Headphones,Electronics,Headphones,497.35
464,Water Comics,Books,Comics,1387.66
465,Prove Fiction,Books,Fiction,1293.53
466,Everything Biography,Books,Biography,785.04
467,News T-Shirt,Clothing,T-Shirt,737.71
468,Friend Decor,Home,Decor,726.65
469,Stand Headphones,Electronics,Headphones,1068.52
470,East Storage,Home,Storage,367.35
471,Magazine Shirt,Clothing,Shirt,744.44
472,Yeah Shirt,Clothing,Shirt,704.88
473,Glass Education,Books,Education,513.97
474,Prove Decor,Home,Decor,984.66
475,Product Laptop,Electronics,Laptop,548.65
476,Rich Science,Books,Science,1171.13
477,Story Shirt,Clothing,Shirt,250.47
478,Law Storage,Home,Storage,225.2
479,However Mobile,Electronics,Mobile,1341.68
480,rEFLECT sHOES,Clothing,Shoes,798.67
481,Beautiful Decor,Home,Decor,827.7
482,Seek Lighting,Home,Lighting,598.41
483,Forward Science,Books,Science,664.8
484,SIZE FURNITURE,Home,Furniture,1099.34
485,Toward Education,Books,Education,607.02
486,Bill Storage,Home,Storage,780.33
487,Million Mobile,Electronics,Mobile,1438.66
488,Full Shirt,Clothing,Shirt,58.35
489,Pay Kitchen,Home,Kitchen,156.04
490,Box T-Shirt,Clothing,T-Shirt,609.82
491,Despite Fiction,Books,Fiction,1236.98
492,Small Lighting,Home,Lighting,1179.66
493,His Decor,Home,Decor,435.53
494,Forward Mobile,Electronics,Mobile,1362.13
495,Woman Comics,Books,Comics,1033.46
496,Rate Shoes,Clothing,Shoes,254.13
497,A Lighting,Home,Lighting,24.04
498,Now Biography,Books,Biography,270.39
499,Serve Furniture,Home,Furniture,1141.59
500,Paper Tablet,Electronics,Tablet,713.38
501,Adult Camera,Electronics,Camera,711.49
502,Identify Mobile,Electronics,Mobile,1485.67
503,Stuff T-Shirt,Clothing,T-Shirt,1133.71
504,Pattern Mobile,Electronics,Mobile,1105.6
505,Area Biography,Books,Biography,1484.74
506,Music Lighting,Home,Lighting,690.83
507,Kitchen Decor,Home,Decor,1337.6
508,Physical Fiction,Books,Fiction,781.37
509,Claim Laptop,Electronics,Laptop,1285.12
510,So Shoes,Clothing,Shoes,370.33
511,Bad Comics,Books,Comics,138.46
512,Maybe Fiction,Books,Fiction,1316.33
513,Interesting Science,Books,Science,1365.94
514,Scientist Decor,Home,Decor,628.85
515,Middle Decor,Home,Decor,871.38
516,Kitchen Storage,Home,Storage,1194.02
517,Wrong Decor,Home,Decor,17.46
518,Stop Jacket,Clothing,Jacket,787.16
519,Poor Storage,Home,Storage,248.1
520,Common Comics,Books,Comics,445.62
521,Begin Fiction,Books,Fiction,1239.08
522,Out Mobile,Electronics,Mobile,12.61
523,   President Furniture   ,Home,Furniture,528.58
524,Style Storage,Home,Storage,1154.48
525,Toward Shirt,Clothing,Shirt,218.25
526,Ability Jacket,Clothing,Jacket,125.67
527,Half Shirt,Clothing,Shirt,535.18
528,Mission Biography,Books,Biography,1356.72
529,Both Decor,Home,Decor,264.09
530,Attorney Comics,Books,Comics,213.07
531,Majority Shoes,Clothing,Shoes,833.65
532,Suggest Decor,Home,Decor,852.16
533,Less Science,Books,Science,1174.7
534,Certainly Fiction,Books,Fiction,665.64
535,With Storage,Home,Storage,1070.33
536,Rich Comics,Books,Comics,633.66
537,kITCHEN bIOGRAPHY,Books,Biography,44.5
538,Act Fiction,Books,Fiction,924.74
539,Relate Kitchen,Home,Kitchen,562.8
540,Middle Furniture,Home,Furniture,592.03
541,Gas Fiction,Books,Fiction,1145.68
542,World Fiction,Books,Fiction,408.91
543,When Headphones,Electronics,Headphones,1233.8
544,Collection Comics,Books,Comics,186.56
545,Box Laptop,Electronics,Laptop,845.26
546,Whole Education,Books,Education,1015.14
547,Task Shoes,Clothing,Shoes,1080.12
548,Able Camera,Electronics,Camera,305.05
549,American Mobile,Electronics,Mobile,1320.45
550,Plan Laptop,Electronics,Laptop,713.24
551,Production Biography,Books,Biography,187.11
552,Cut Biography,Books,Biography,1231.31
553,National Storage,Home,Storage,1289.67
554,Buy Camera,Electronics,Camera,37.38
555,Executive Jeans,Clothing,Jeans,1113.79
556,Visit Jacket,Clothing,Jacket,437.73
557,Three Tablet,Electronics,Tablet,1003.21
558,Answer Biography,Books,Biography,165.47
559,With Biography,Books,Biography,428.72
560,Before Tablet,Electronics,Tablet,872.9
