product_id,product_name,category,subcategory,cost_price
77,Parent Shirt,Clothing,Shirt,1371.35
78,Personal Education,Books,Education,627.3
79,Film Decor,Home,Decor,859.45
80,Parent Tablet,Electronics,Tablet,83.74
81,Second T-Shirt,Clothing,T-Shirt,1431.35
82,Indeed Camera,Electronics,Camera,1161.42
83,Behind Decor,Home,Decor,687.84
84,Mouth Kitchen,Home,Kitchen,1177.84
85,Long Jacket,Clothing,Jacket,1457.93
86,Just T-Shirt,Clothing,T-Shirt,371.46
87,Leg Camera,Electronics,Camera,522.9
88,But Headphones,Electronics,Headphones,567.53
89,Effect Furniture,Home,Furniture,1474.76
90,House Biography,Books,Biography,1458.98
91,Job Shoes,Clothing,Shoes,1382.31
92,Drug Comics,Books,Comics,1123.11
93,Nation Tablet,Electronics,Tablet,1230.84
94,Management Tablet,Electronics,Tablet,655.3
95,Drug Jeans,Clothing,Jeans,1277.12
96,Seek Comics,Books,Comics,411.57
97,Let Laptop,Electronics,Laptop,1156.37
98,Break Laptop,Electronics,Laptop,677.1
99,Rate Lighting,Home,Lighting,540.64
100,Land Jacket,Clothing,Jacket,401.19
101,Second Mobile,Electronics,Mobile,1030.65
102,Gas Laptop,Electronics,Laptop,495.05
103,Everyone Laptop,Electronics,Laptop,597.39
104,Marriage Headphones,Electronics,Headphones,1486.06
105,North Camera,Electronics,Camera,836.15
106,Year Shirt,Clothing,Shirt,1206.83
107,She Shirt,Clothing,Shirt,200.42
108,Let Comics,Books,Comics,1406.67
109,Pressure Tablet,Electronics,Tablet,1376.56
110,Involve Mobile,Electronics,Mobile,300.64
111,Perform Education,Books,Education,1271.68
112,Open Furniture,Home,Furniture,80.7
113,Produce Biography,Books,Biography,577.18
114,Music Education,Books,Education,1362.91
115,Heavy Decor,Home,Decor,227.2
116,Share Shoes,Clothing,Shoes,1324.75
117,Film Fiction,Books,Fiction,577.61
118,Fear Education,Books,Education,1196.81
119,Issue T-Shirt,Clothing,T-Shirt,1484.16
120,One Lighting,Home,Lighting,729.6
121,Plan Lighting,Home,Lighting,43.96
122,Agree Shirt,Clothing,Shirt,1168.91
123,Short Camera,Electronics,Camera,1151.43
124,Deep Jeans,Clothing,Jeans,987.01
125,Theory Storage,Home,Storage,1376.3
126,Should Laptop,Electronics,Laptop,1474.08
127,Region Comics,Books,Comics,1487.36
128,Rate Jeans,Clothing,Jeans,480.42
129,A Storage,Home,Storage,530.76
130,Religious T-Shirt,Clothing,T-Shirt,1255.86
131,Happen Science,Books,Science,738.2
132,While Mobile,Electronics,Mobile,332.12
133,Like Fiction,Books,Fiction,923.13
134,Author Shoes,Clothing,Shoes,1378.58
135,Seat Furniture,Home,Furniture,1058.52
136,Television Shirt,Clothing,Shirt,1291.7
137,Maybe Headphones,Electronics,Headphones,994.9
138,Nature Headphones,Electronics,Headphones,209.0
139,Piece Jacket,Clothing,Jacket,1441.19
140,Actually Kitchen,Home,Kitchen,845.16
141,Responsibility Kitchen,Home,Kitchen,1222.61
142,Cultural Comics,Books,Comics,445.3
143,Fear Shirt,Clothing,Shirt,1423.3
144,Political Science,Books,Science,480.73
145,From T-Shirt,Clothing,T-Shirt,746.8
146,Study Furniture,Home,Furniture,1473.66
147,Lay Shirt,Clothing,Shirt,1006.69
148,Provide Lighting,Home,Lighting,378.06
149,Such Headphones,Electronics,Headphones,166.51
150,Goal Mobile,Electronics,Mobile,1100.21
151,Score Jacket,Clothing,Jacket,571.18
152,Deal Fiction,Books,Fiction,1184.15
153,Have Jeans,Clothing,Jeans,1199.8
154,Author Headphones,Electronics,Headphones,1427.73
155,What Headphones,Electronics,Headphones,566.31
156,Pattern Tablet,Electronics,Tablet,1467.17
157,Day Storage,Home,Storage,1340.37
158,Activity Camera,Electronics,Camera,251.67
159,Help Education,Books,Education,499.99
160,Measure Jacket,Clothing,Jacket,1084.45
161,Report Decor,Home,Decor,148.39
162,Question Science,Books,Science,738.97
163,Send Headphones,Electronics,Headphones,445.35
164,Cost Education,Books,Education,314.39
165,Student Furniture,Home,Furniture,177.69
166,Data Biography,Books,Biography,993.25
167,During Tablet,Electronics,Tablet,559.68
168,Agree Comics,Books,Comics,71.7
169,Manager Biography,Books,Biography,1256.43
170,Return Laptop,Electronics,Laptop,1002.87
171,Form Headphones,Electronics,Headphones,623.91
172,Phone T-Shirt,Clothing,T-Shirt,583.72
173,Research Science,Books,Science,1404.86
174,Participant Jacket,Clothing,Jacket,595.23
175,Newspaper Tablet,Electronics,Tablet,777.64
176,Ready Shirt,Clothing,Shirt,676.31
177,Player Jeans,Clothing,Jeans,193.65
178,Moment Fiction,Books,Fiction,655.91
179,Later T-Shirt,Clothing,T-Shirt,1366.65
180,Officer Mobile,Electronics,Mobile,599.05
181,Assume Decor,Home,Decor,1376.16
182,Suddenly Tablet,Electronics,Tablet,1173.62
183,Four Camera,Electronics,Camera,852.06
184,Tax Mobile,Electronics,Mobile,155.98
185,Current Storage,Home,Storage,1317.45
186,Hit Lighting,Home,Lighting,860.17
187,War Fiction,Books,Fiction,607.45
188,Then Fiction,Books,Fiction,1319.04
189,Teacher Shirt,Clothing,Shirt,1381.65
190,When Furniture,Home,Furniture,1191.51
191,Fact Decor,Home,Decor,1288.06
192,Scientist Laptop,Electronics,Laptop,1461.46
193,Agree Comics,Books,Comics,628.08
194,Themselves Laptop,Electronics,Laptop,1370.58
195,Close Biography,Books,Biography,1301.45
196,Decision Tablet,Electronics,Tablet,103.1
197,Get Education,Books,Education,788.81
198,Great Laptop,Electronics,Laptop,1250.23
199,Fine Laptop,Electronics,Laptop,1377.46
200,During Shoes,Clothing,Shoes,699.01
201,Around Fiction,Books,Fiction,366.7
202,Also Science,Books,Science,1440.98
203,Star Science,Books,Science,519.65
204,Break Furniture,Home,Furniture,582.92
205,Suddenly T-Shirt,Clothing,T-Shirt,325.41
206,Support Jeans,Clothing,Jeans,407.28
207,Cultural Science,Books,Science,18.3
208,My Jeans,Clothing,Jeans,17.65
209,Probably Storage,Home,Storage,461.66
210,Financial Lighting,Home,Lighting,1278.12
211,Particular Comics,Books,Comics,456.71
212,Pm Science,Books,Science,769.71
213,Marriage Storage,Home,Storage,915.53
214,Teach Furniture,Home,Furniture,507.74
215,Produce Decor,Home,Decor,395.41
216,Recognize Kitchen,Home,Kitchen,1149.38
217,Usually Tablet,Electronics,Tablet,482.78
218,Stage Shirt,Clothing,Shirt,1496.22
219,Kind Lighting,Home,Lighting,1106.41
220,Leader Shoes,Clothing,Shoes,337.43
221,Daughter Comics,Books,Comics,1268.9
222,Late Shoes,Clothing,Shoes,196.28
223,Seven Storage,Home,Storage,278.69
224,Question Furniture,Home,Furniture,338.88
225,Husband Lighting,Home,Lighting,500.32
226,Game Storage,Home,Storage,1277.56
227,Night Fiction,Books,Fiction,877.44
228,World Camera,Electronics,Camera,753.21
229,Mrs Science,Books,Science,85.82
230,Draw Jeans,Clothing,Jeans,517.29
231,Sport Education,Books,Education,1074.92
232,Grow Camera,Electronics,Camera,1480.03
233,Southern Furniture,Home,Furniture,318.03
234,Discussion T-Shirt,Clothing,T-Shirt,736.92
235,Off Laptop,Electronics,Laptop,952.06
236,Imagine Biography,Books,Biography,578.06
237,Notice Tablet,Electronics,Tablet,562.79
238,Eye Headphones,Electronics,Headphones,798.9
239,Inside Mobile,Electronics,Mobile,376.99
240,Must Decor,Home,Decor,578.41
241,Happy Kitchen,Home,Kitchen,73.35
242,Turn Lighting,Home,Lighting,896.57
243,Such Lighting,Home,Lighting,1493.23
244,Everybody Lighting,Home,Lighting,286.7
245,Wait Fiction,Books,Fiction,1092.12
246,Even Jeans,Clothing,Jeans,886.59
247,Rather Shirt,Clothing,Shirt,977.56
248,Mind Camera,Electronics,Camera,387.4
249,Building Tablet,Electronics,Tablet,994.65
250,Produce Mobile,Electronics,Mobile,628.08
251,Against Fiction,Books,Fiction,714.22
252,Show Jeans,Clothing,Jeans,947.32
253,Appear Lighting,Home,Lighting,995.41
254,Or Storage,Home,Storage,210.06
255,Program Tablet,Electronics,Tablet,181.01
256,Music Mobile,Electronics,Mobile,915.46
257,Discover Storage,Home,Storage,540.09
258,Laugh Comics,Books,Comics,824.47
259,Tell Jacket,Clothing,Jacket,9.09
260,Make Mobile,Electronics,Mobile,1005.19
261,Career Shirt,Clothing,Shirt,117.2
262,Sea Headphones,Electronics,Headphones,687.84
263,Seem Decor,Home,Decor,154.21
264,Career Shirt,Clothing,Shirt,543.52
265,List Lighting,Home,Lighting,147.02
266,Imagine Mobile,Electronics,Mobile,996.72
267,Pattern Shoes,Clothing,Shoes,659.38
268,Hand Furniture,Home,Furniture,517.37
269,Hour Camera,Electronics,Camera,687.53
270,Member Biography,Books,Biography,975.03
271,Deep Shirt,Clothing,Shirt,1090.98
272,Much Shirt,Clothing,Shirt,888.17
273,Couple Education,Books,Education,1169.85
274,Energy Laptop,Electronics,Laptop,734.74
275,Situation Biography,Books,Biography,984.19
276,Environment Tablet,Electronics,Tablet,867.09
277,Stand Shoes,Clothing,Shoes,1033.92
278,Take Camera,Electronics,Camera,376.62
279,Including Lighting,Home,Lighting,1240.52
280,Sign Mobile,Electronics,Mobile,239.61
281,Within Biography,Books,Biography,116.92
282,Expert Comics,Books,Comics,1455.37
283,Republican Tablet,Electronics,Tablet,966.76
284,Step Education,Books,Education,669.06
285,Area Fiction,Books,Fiction,673.37
286,Five Camera,Electronics,Camera,31.56
287,Woman Biography,Books,Biography,5.25
288,Question Tablet,Electronics,Tablet,958.12
289,Ball Jacket,Clothing,Jacket,548.2
290,State Laptop,Electronics,Laptop,501.3
291,Maybe Comics,Books,Comics,175.46
292,Maintain Shirt,Clothing,Shirt,1245.68
293,Full Storage,Home,Storage,1054.63
294,Live Laptop,Electronics,Laptop,1233.65
295,Role Fiction,Books,Fiction,297.9
296,Size Camera,Electronics,Camera,1237.71
297,Floor Shoes,Clothing,Shoes,624.63
298,Artist Camera,Electronics,Camera,886.03
299,Yet Jacket,Clothing,Jacket,77.61
300,Throw Science,Books,Science,764.96
301,Offer T-Shirt,Clothing,T-Shirt,1223.79
302,Writer Camera,Electronics,Camera,911.21
303,Pm Storage,Home,Storage,630.9
304,Summer Shoes,Clothing,Shoes,517.57
305,Commercial Lighting,Home,Lighting,211.58
306,Be Storage,Home,Storage,1069.25
307,Economic Jeans,Clothing,Jeans,1073.0
308,Always Kitchen,Home,Kitchen,976.88
309,Human T-Shirt,Clothing,T-Shirt,957.13
310,Language Headphones,Electronics,Headphones,876.3
311,Control Science,Books,Science,1271.72
312,Media Tablet,Electronics,Tablet,574.4
313,Boy Mobile,Electronics,Mobile,1126.53
314,Action Shoes,Clothing,Shoes,223.91
315,Without Headphones,Electronics,Headphones,814.05
316,Let Lighting,Home,Lighting,1302.71
317,Water T-Shirt,Clothing,T-Shirt,768.83
318,Street Furniture,Home,Furniture,584.39
319,Thousand Storage,Home,Storage,1116.79
320,Scene T-Shirt,Clothing,T-Shirt,1291.36
321,Space Education,Books,Education,1058.42
322,Something Storage,Home,Storage,907.06
323,One Shoes,Clothing,Shoes,1475.26
324,Green Laptop,Electronics,Laptop,1103.94
325,Degree Camera,Electronics,Camera,837.11
326,Relationship Jeans,Clothing,Jeans,386.25
327,Professional Lighting,Home,Lighting,236.43
328,Pay Shoes,Clothing,Shoes,1161.62
329,Republican Lighting,Home,Lighting,827.49
330,As Headphones,Electronics,Headphones,1435.7
331,Attack Tablet,Electronics,Tablet,816.9
332,Or Fiction,Books,Fiction,1325.68
333,Body Decor,Home,Decor,331.58
334,Similar Science,Books,Science,1471.79
335,Push Mobile,Electronics,Mobile,671.27
336,Decide Shirt,Clothing,Shirt,484.8
337,To Camera,Electronics,Camera,1087.34
338,Indeed Tablet,Electronics,Tablet,565.56
339,Beat Biography,Books,Biography,292.81
340,Than Mobile,Electronics,Mobile,1434.63
341,Language Mobile,Electronics,Mobile,946.12
342,Society Jacket,Clothing,Jacket,312.34
343,Section Fiction,Books,Fiction,234.86
344,Early Comics,Books,Comics,86.13
345,Own Storage,Home,Storage,1233.32
346,Car Lighting,Home,Lighting,947.17
347,Baby Comics,Books,Comics,181.87
348,Sport Tablet,Electronics,Tablet,1120.2
349,Everybody Mobile,Electronics,Mobile,756.74
350,Ask Decor,Home,Decor,425.87
351,Medical Biography,Books,Biography,992.78
352,Fine Education,Books,Education,208.89
353,Value Science,Books,Science,952.9
354,Finally Decor,Home,Decor,21.67
355,Together Shirt,Clothing,Shirt,897.0
356,Soon Headphones,Electronics,Headphones,1113.44
357,Bar Kitchen,Home,Kitchen,970.67
358,Minute Jeans,Clothing,Jeans,927.24
359,Later Kitchen,Home,Kitchen,1008.11
360,Mouth Tablet,Electronics,Tablet,826.75
361,Sometimes Furniture,Home,Furniture,300.14
362,Which Comics,Books,Comics,1008.59
363,Event Shirt,Clothing,Shirt,109.36
364,Scene Shoes,Clothing,Shoes,495.88
365,Smile Storage,Home,Storage,852.46
366,Order Lighting,Home,Lighting,473.26
367,Hair Jacket,Clothing,Jacket,542.43
368,Point Lighting,Home,Lighting,541.32
369,Future Lighting,Home,Lighting,267.78
370,Common Headphones,Electronics,Headphones,214.3
371,Indeed Shoes,Clothing,Shoes,941.8
372,Believe Mobile,Electronics,Mobile,949.28
373,Your Science,Books,Science,59.8
374,Foreign Storage,Home,Storage,811.82
375,Seem Shoes,Clothing,Shoes,1337.7
376,Institution Kitchen,Home,Kitchen,768.07
377,Sea Comics,Books,Comics,995.7
378,Available T-Shirt,Clothing,T-Shirt,243.04
379,Since Jacket,Clothing,Jacket,65.43
380,Room Education,Books,Education,557.31
381,Election Laptop,Electronics,Laptop,1188.23
382,Election Biography,Books,Biography,1322.92
383,Six Headphones,Electronics,Headphones,1452.82
384,Remember Decor,Home,Decor,857.39
385,Detail Biography,Books,Biography,981.74
386,Shake Tablet,Electronics,Tablet,1459.15
387,Marriage T-Shirt,Clothing,T-Shirt,1226.77
388,Central Lighting,Home,Lighting,1331.32
389,Song Tablet,Electronics,Tablet,662.65
390,By Shirt,Clothing,Shirt,424.81
391,Artist Jeans,Clothing,Jeans,905.02
392,Answer Laptop,Electronics,Laptop,498.69
393,Through Camera,Electronics,Camera,721.14
394,Others Jacket,Clothing,Jacket,196.19
395,Yeah Jeans,Clothing,Jeans,63.59
396,Environmental Shirt,Clothing,Shirt,1384.06
397,Either Science,Books,Science,958.25
398,Speak Furniture,Home,Furniture,911.76
399,Opportunity Biography,Books,Biography,1246.39
400,Pass T-Shirt,Clothing,T-Shirt,276.92
401,Husband Kitchen,Home,Kitchen,517.29
402,Bank Science,Books,Science,348.57
403,Since Education,Books,Education,307.51
404,Operation Education,Books,Education,270.25
405,Shake Tablet,Electronics,Tablet,180.69
406,Reflect Education,Books,Education,811.23
407,Minute Camera,Electronics,Camera,558.71
408,Such Tablet,Electronics,Tablet,1407.94
409,Study Biography,Books,Biography,1207.91
410,Investment Camera,Electronics,Camera,718.33
411,Environmental Shirt,Clothing,Shirt,1315.77
412,Official Comics,Books,Comics,1065.18
413,Arm Tablet,Electronics,Tablet,782.04
414,Election Education,Books,Education,477.27
415,Onto Furniture,Home,Furniture,979.11
416,Sense Decor,Home,Decor,638.22
417,Economic Storage,Home,Storage,1022.51
418,There Jacket,Clothing,Jacket,838.56
419,People Shoes,Clothing,Shoes,728.22
420,Owner Storage,Home,Storage,1059.71
421,Through Shirt,Clothing,Shirt,672.66
422,Soon Shirt,Clothing,Shirt,603.84
423,Use Storage,Home,Storage,1028.42
424,Develop Laptop,Electronics,Laptop,955.64
425,Lawyer Laptop,Electronics,Laptop,902.37
426,Consumer Mobile,Electronics,Mobile,559.4
427,Enter Camera,Electronics,Camera,603.96
428,History Storage,Home,Storage,1161.54
429,Forward Jacket,Clothing,Jacket,306.55
430,Standard Kitchen,Home,Kitchen,768.27
431,College T-Shirt,Clothing,T-Shirt,58.91
432,Least Shirt,Clothing,Shirt,134.83
433,Rather Lighting,Home,Lighting,595.74
434,Less T-Shirt,Clothing,T-Shirt,107.58
435,Trial Tablet,Electronics,Tablet,1245.5
436,Cup Decor,Home,Decor,418.38
437,Along Jacket,Clothing,Jacket,864.49
438,Professional Kitchen,Home,Kitchen,164.17
439,Room Tablet,Electronics,Tablet,1420.79
440,Technology Storage,Home,Storage,864.47
441,Fear Biography,Books,Biography,1156.1
442,Any Lighting,Home,Lighting,1345.3
443,Source Camera,Electronics,Camera,105.99
444,Always Jeans,Clothing,Jeans,621.58
445,During Storage,Home,Storage,1052.72
446,Can Kitchen,Home,Kitchen,601.4
447,House Furniture,Home,Furniture,271.84
448,Assume Decor,Home,Decor,862.7
449,Hair Jeans,Clothing,Jeans,303.5
450,Statement Shoes,Clothing,Shoes,308.14
451,Her T-Shirt,Clothing,T-Shirt,1169.51
452,Senior Mobile,Electronics,Mobile,996.82
453,Character Tablet,Electronics,Tablet,1272.78
454,Feeling Storage,Home,Storage,1347.69
455,Eye Lighting,Home,Lighting,1147.57
456,Court Lighting,Home,Lighting,867.11
457,Many Tablet,Electronics,Tablet,720.09
458,Party Tablet,Electronics,Tablet,1291.3
459,Food Jacket,Clothing,Jacket,1048.88
460,Stock Comics,Books,Comics,22.67
461,They Jacket,Clothing,Jacket,491.53
462,Station Kitchen,Home,Kitchen,359.52
463,Six Science,Books,Science,279.95
464,Recently Education,Books,Education,1129.53
465,Something Lighting,Home,Lighting,273.93
466,Near T-Shirt,Clothing,T-Shirt,1222.22
467,Focus Kitchen,Home,Kitchen,1285.18
468,Million Jeans,Clothing,Jeans,1109.12
469,Under Fiction,Books,Fiction,751.9
470,School Lighting,Home,Lighting,845.4
471,Last Camera,Electronics,Camera,249.2
472,Visit Shoes,Clothing,Shoes,946.64
473,Until Comics,Books,Comics,543.66
474,While Decor,Home,Decor,529.88
475,Here T-Shirt,Clothing,T-Shirt,975.45
476,Cost Shoes,Clothing,Shoes,1011.42
477,Maintain Biography,Books,Biography,574.7
478,Might Lighting,Home,Lighting,221.55
479,Question Shoes,Clothing,Shoes,920.4
480,Newspaper Fiction,Books,Fiction,518.72
481,Concern Decor,Home,Decor,1067.1
482,Goal Comics,Books,Comics,1172.56
483,Clear Storage,Home,Storage,678.18
484,Hope Jeans,Clothing,Jeans,191.93
485,Policy Shoes,Clothing,Shoes,1052.54
486,Break Laptop,Electronics,Laptop,159.0
487,Lead Camera,Electronics,Camera,44.42
488,Character Science,Books,Science,129.46
489,Concern Storage,Home,Storage,983.97
490,Indicate Comics,Books,Comics,1107.7
491,Movement Education,Books,Education,1258.58
492,Where Mobile,Electronics,Mobile,1291.25
493,Top Lighting,Home,Lighting,1306.99
494,Maintain Storage,Home,Storage,1454.47
495,Drug T-Shirt,Clothing,T-Shirt,948.42
496,Require Science,Books,Science,803.01
497,College Lighting,Home,Lighting,1208.04
498,Article Comics,Books,Comics,393.41
499,Ever Furniture,Home,Furniture,519.11
500,From Science,Books,Science,1420.7
501,Type Comics,Books,Comics,1197.96
502,Training Shirt,Clothing,Shirt,286.91
503,Camera Biography,Books,Biography,1073.83
504,His Biography,Books,Biography,123.42
505,Like T-Shirt,Clothing,T-Shirt,1365.38
506,Window Decor,Home,Decor,800.26
507,Baby Lighting,Home,Lighting,107.35
508,Future Shoes,Clothing,Shoes,685.74
509,Resource Comics,Books,Comics,740.53
510,Fish Furniture,Home,Furniture,1454.73
511,Matter Laptop,Electronics,Laptop,426.76
512,Camera Jacket,Clothing,Jacket,353.05
513,Real Shirt,Clothing,Shirt,516.16
514,Less Lighting,Home,Lighting,698.21
515,Across Headphones,Electronics,Headphones,1127.1
516,Measure Shirt,Clothing,Shirt,591.67
517,Personal Education,Books,Education,1263.1
518,Fund Fiction,Books,Fiction,1153.38
519,Two Jacket,Clothing,Jacket,667.23
520,Painting Laptop,Electronics,Laptop,1157.64
521,Plant Jacket,Clothing,Jacket,1442.01
522,Interest Kitchen,Home,Kitchen,68.07
523,Size Headphones,Electronics,Headphones,451.73
524,But Furniture,Home,Furniture,330.59
525,Return Laptop,Electronics,Laptop,490.15
526,Pm Shoes,Clothing,Shoes,596.73
527,Dark Shirt,Clothing,Shirt,873.71
528,Final Science,Books,Science,1157.34
529,Person Jeans,Clothing,Jeans,1030.49
530,Firm Furniture,Home,Furniture,968.64
531,Republican Laptop,Electronics,Laptop,478.53
532,Set Lighting,Home,Lighting,36.92
533,Wait Comics,Books,Comics,379.79
534,Choose Camera,Electronics,Camera,840.74
535,His Education,Books,Education,817.71
536,Expert Lighting,Home,Lighting,1247.87
537,Fire Shirt,Clothing,Shirt,676.83
538,High Storage,Home,Storage,6.08
539,Way Education,Books,Education,931.5
540,Still Storage,Home,Storage,1082.9
541,Now Education,Books,Education,748.84
542,Bed T-Shirt,Clothing,T-Shirt,617.66
543,Magazine Furniture,Home,Furniture,990.04
544,End Laptop,Electronics,Laptop,51.75
545,Through Camera,Electronics,Camera,52.57
546,Its Biography,Books,Biography,1053.46
547,Identify Furniture,Home,Furniture,910.9
548,Finish Mobile,Electronics,Mobile,317.06
549,Number Fiction,Books,Fiction,960.18
550,Buy Storage,Home,Storage,1336.19
551,Specific Furniture,Home,Furniture,402.39
552,Section Mobile,Electronics,Mobile,121.51
553,Themselves T-Shirt,Clothing,T-Shirt,1089.13
554,Trip Education,Books,Education,987.03
555,Sea T-Shirt,Clothing,T-Shirt,625.7
556,Business Tablet,Electronics,Tablet,690.79
557,Short Fiction,Books,Fiction,274.69
558,About Science,Books,Science,241.47
559,Article Comics,Books,Comics,827.37
560,Human Decor,Home,Decor,951.7
